   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	93965	31782	16702	11279	3272	6894	2957	4726	7683	77612	82.5967
Dumuria	64794	24684	4425	10313	1385	3968	2623	5806	8429	53204	82.1125
Khulna Sadar	75698	20958	14629	11468	2384	3827	3729	3463	7192	60458	79.8674
Dacope	31311	14495	1233	3346	262	2486	610	2809	3419	25241	80.6138
Terokhada	26124	9855	2227	2747	1056	1716	944	1623	2567	20168	77.2010
Fultala	27783	8615	3228	4322	781	1472	1420	2233	3653	22071	79.4407
Batiaghata	38729	16322	2866	5064	1508	2182	1612	1761	3373	31315	80.8567
Paikgachha	58144	23878	1722	8082	1183	3412	1838	6346	8184	46461	79.9068
Rupsha	38022	14226	2830	4087	1362	2059	1940	3408	5348	29912	78.6702
Koyra	40821	20453	1492	3840	810	2489	1410	2824	4234	33318	81.6198

 
