   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	86138	31180	9474	9670	2743	1410	545	9498	10043	64520	74.9031
Boalmari	50737	17175	3263	9167	3459	242	996	3513	4509	37815	74.5314
Bhanga	47659	18978	3600	5004	2630	169	856	4175	5031	35412	74.3029
Char Bhadrashion	12195	3354	1543	1422	656	228	106	985	1091	8294	68.0115
Nagarkanda	66889	24723	6438	7482	3070	627	684	3807	4491	46831	70.0130
Sadarpur	32489	9884	3326	3974	1293	481	132	2589	2721	21679	66.7272
Alphadanga	22312	8571	1593	3008	915	23	487	1279	1766	15876	71.1545
Modhukhali	40067	16263	2538	4536	1444	241	693	3759	4452	29474	73.5618

 
