   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	13302	4486	1003	1613	646	381	218	876	1094	9223	69.3354
Gowainghat	41173	10200	2367	6208	2011	452	913	2595	3508	24746	60.1025
Jakiganj	29665	8528	3369	4346	1776	484	571	910	1481	19984	67.3656
Jaintapur	22667	6574	2015	4053	1153	195	400	731	1131	15121	66.7093
Balaganj	42990	11385	3770	6691	1671	1001	265	2095	2360	26878	62.5215
Golapganj	40047	12079	4728	3685	1176	997	448	2355	2803	25468	63.5953
Sylhet Sadar	70926	23444	7767	6812	1369	1783	479	3060	3539	44714	63.0432
Biani Bazar	30020	7823	3077	3638	2844	308	538	973	1511	19201	63.9607
Kanaighat	41662	11359	3637	6571	2922	636	1329	632	1961	27086	65.0137
Biswanath	25453	9369	1942	2844	1073	457	164	1533	1697	17382	68.2906
Companiganj	21457	6193	1851	3299	852	589	73	86	159	12943	60.3206
South Shurma	43508	13295	3121	5169	1156	873	269	2181	2450	26064	59.9062

 
