   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	54883	20772	3154	8111	1869	766	728	3056	3784	38456	70.0691
Rayganj	63327	32066	2081	6974	1925	209	1328	2068	3396	46651	73.6668
Tarash	42833	22359	1400	4043	703	267	1112	1079	2191	30963	72.2877
Sirajganj Sadar	78139	34293	4897	13061	1977	223	1010	2023	3033	57484	73.5663
Kamarkhand	26432	11429	1142	3474	976	129	204	838	1042	18192	68.8257
Chouhali	17161	7612	608	2605	733	274	218	345	563	12395	72.2277
Ullahpara	113764	50549	6847	18536	2631	1125	1628	3859	5487	85175	74.8699
Belkuchi	54904	27430	3642	4639	1619	68	607	1081	1688	39086	71.1897
Shazadpur	116186	42408	5645	23969	3416	872	269	3506	3775	80085	68.9283

 
