   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	87202	31233	10402	11456	2641	1058	864	9608	10472	67262	77.1336
Boalmari	50553	18500	3667	7862	3377	215	1145	3932	5077	38698	76.5494
Bhanga	49895	20004	3913	5081	2954	331	982	5266	6248	38531	77.2242
Char Bhadrashion	12726	3869	1858	1577	663	367	120	1140	1260	9594	75.3890
Nagarkanda	66670	27365	6283	8826	2810	803	969	4574	5543	51630	77.4411
Sadarpur	32653	11185	3588	4159	1227	388	156	2908	3064	23611	72.3088
Alphadanga	21204	7651	1690	3643	935	156	547	1463	2010	16085	75.8583
Modhukhali	41857	16867	3124	5330	1374	532	790	4041	4831	32058	76.5893

 
