   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:33
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	17440	7013	957	1568	599	81	91	1956	2047	12265	70.3268
Bahubal	30490	12060	2341	3015	1382	540	353	1761	2114	21452	70.3575
Madhabpur	55214	25578	3444	4383	2561	719	1785	3201	4986	41671	75.4718
Lakhai	24479	9201	2558	3335	535	37	71	1720	1791	17457	71.3142
Habiganj Sadar	52585	23754	3924	5098	1748	451	1264	3333	4597	39572	75.2534
Baniachhong	48324	18633	4808	5434	1602	77	917	2471	3388	33942	70.2384
Chunarughat	53362	23603	3012	6149	2379	264	1967	2893	4860	40267	75.4601
Nabiganj	49186	18044	1806	7445	3604	1236	1997	2430	4427	36562	74.3342

 
