   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	91607	32556	17007	12024	1931	2694	2639	3520	6159	72371	79.0016
Dumuria	64296	25310	3631	10196	1559	2762	3098	6334	9432	52890	82.2602
Khulna Sadar	94085	31402	18242	14044	2244	3137	3398	2779	6177	75246	79.9766
Dacope	30732	14670	1042	3582	313	746	660	2792	3452	23805	77.4600
Terokhada	25147	10174	2247	2347	1047	1480	905	1346	2251	19546	77.7270
Fultala	27508	9591	2826	4900	753	1012	1473	2169	3642	22724	82.6087
Batiaghata	37226	15172	1975	5171	1892	1038	1869	1799	3668	28916	77.6769
Paikgachha	56310	23156	1471	7742	1087	2772	1755	5754	7509	43737	77.6718
Rupsha	37049	14320	2288	4456	1236	1242	1807	2737	4544	28086	75.8077
Koyra	39970	20228	1255	3332	490	1250	1513	2772	4285	30840	77.1579

 
