   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	55385	20770	3255	7467	1907	540	856	3174	4030	37969	68.5547
Bhariab Bazar	50719	16116	2588	6700	1094	309	469	1911	2380	29187	57.5465
Austagram	24083	9742	1457	2269	1034	46	18	1322	1340	15888	65.9718
Kishoreganj Sadar	60089	27497	2460	6051	1033	1214	1361	3052	4413	42668	71.0080
Hossainpur	36363	16494	1553	3948	1246	677	367	2435	2802	26720	73.4813
Nikli	26816	9738	1476	3373	2008	151	119	1822	1941	18687	69.6860
Bazitpur	42945	19666	2745	3689	1447	216	1043	2044	3087	30850	71.8361
Pakundia	50153	19933	2998	4824	1546	573	990	2130	3120	32994	65.7867
Itna	30820	13908	1906	2016	853	53	417	1682	2099	20835	67.6022
Kuliarchar	34321	12690	2226	3804	1092	272	699	1826	2525	22609	65.8751
Tarail	28231	13684	1040	2486	740	327	364	1692	2056	20333	72.0237
Karimganj	54006	24671	2226	6708	2058	794	750	2627	3377	39834	73.7585
Mithamoin	21149	8418	1109	1754	852	13	356	971	1327	13473	63.7051

 
