   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	14997	6028	1417	2110	175	642	197	772	969	11341	75.6218
Kawkhali	9943	3881	549	1481	278	934	50	702	752	7875	79.2014
Rangamati Sadar	15707	5815	1099	2215	757	647	164	1017	1181	11714	74.5782
Baghaichhari	11187	5682	725	1000	352	1	29	472	501	8261	73.8446
Barkal	6030	2554	352	766	194	21	64	252	316	4203	69.7015
Naniarchar	8056	3567	435	840	302	333	152	534	686	6163	76.5020
Jurachhari	3645	1921	108	403	121	6	44	133	177	2736	75.0617
Kaptai	10813	3704	756	1823	268	527	11	731	742	7820	72.3204
Rajasthali	4369	1524	117	601	230	250	110	236	346	3068	70.2220
Belaichhari	4205	2005	133	464	193	61	22	232	254	3110	73.9596

 
