   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	52679	22068	4069	9133	1729	1743	2449	4347	6796	45538	86.4443
Fakirhat	29537	11390	2134	4499	2398	648	877	3264	4141	25210	85.3506
Sarankhola	20526	7414	1288	4544	899	320	1278	634	1912	16377	79.7866
Morralganj	62137	26962	3441	10178	2763	802	3147	2899	6046	50192	80.7763
Kachua	19669	7771	1524	2775	908	1065	1127	1344	2471	16514	83.9595
Mollahat	26127	10005	1721	3271	1246	371	822	1748	2570	19184	73.4260
Rampal	32768	15507	2507	2603	982	1147	1683	2324	4007	26753	81.6437
Chitalmari	26286	8880	1926	4578	625	617	703	1610	2313	18939	72.0498
Mongla	25951	12006	2445	2978	471	658	1496	1438	2934	21492	82.8176

 
