   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	85797	31065	9126	8995	2650	1441	491	9443	9934	63211	73.6751
Boalmari	49841	17064	3275	8533	3240	225	918	3368	4286	36623	73.4797
Bhanga	47155	18699	3494	4931	2521	166	775	3998	4773	34584	73.3411
Char Bhadrashion	12188	3297	1472	1352	1200	229	103	957	1060	8610	70.6433
Nagarkanda	62395	22485	5219	7006	2882	747	659	3536	4195	42534	68.1689
Sadarpur	31883	9941	3170	3677	1254	437	130	2502	2632	21111	66.2140
Alphadanga	23671	9336	1560	3268	1064	23	526	1286	1812	17063	72.0840
Modhukhali	39759	16186	2431	3835	1418	251	640	3663	4303	28424	71.4907

 
