   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:33
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Tongibari	33766	12641	3406	4449	986	387	85	2944	3029	24898	73.7369
Gazaria	29345	10488	1264	4343	1254	393	71	3478	3549	21291	72.5541
Serajdikhan	49369	19022	3308	5478	1245	557	116	4842	4958	34568	70.0196
Munshiganj Sadar	70773	25686	5884	8860	882	427	166	5101	5267	47006	66.4180
Srinagar	44468	17645	4410	3004	1771	685	175	3589	3764	31279	70.3405
Lohajong	32095	12936	3399	3682	1322	482	155	2446	2601	24422	76.0928

 
