   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	16172	5945	1608	2370	175	898	613	721	1334	12330	76.2429
Kawkhali	10711	3636	578	1815	341	787	128	628	756	7913	73.8773
Rangamati Sadar	18771	7177	1443	2685	970	975	490	896	1386	14636	77.9713
Baghaichhari	11523	5742	737	1262	426	196	32	522	554	8917	77.3844
Barkal	6839	2793	335	1073	244	67	142	260	402	4914	71.8526
Naniarchar	8708	3626	486	1052	317	563	342	533	875	6919	79.4557
Jurachhari	4132	2085	199	567	175	33	115	131	246	3305	79.9855
Kaptai	10582	3841	956	1874	283	458	74	777	851	8263	78.0854
Rajasthali	4588	1801	117	687	200	356	179	218	397	3558	77.5501
Belaichhari	4524	1962	94	701	147	189	33	227	260	3353	74.1158

 
