   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:53
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	58138	21616	4349	13180	2257	1215	1438	3075	4513	47130	81.0657
Rayganj	67885	29986	3092	13202	1274	777	1966	2485	4451	52782	77.7521
Tarash	46117	22414	1941	7248	1171	470	2006	1728	3734	36978	80.1830
Sirajganj Sadar	116526	44759	15459	24537	3015	902	2042	2942	4984	93656	80.3735
Kamarkhand	28714	11297	1761	5207	865	887	592	1126	1718	21735	75.6948
Chouhali	18892	6198	1652	3970	1067	624	329	682	1011	14522	76.8685
Ullahpara	122831	52922	8614	24431	2503	2079	3120	4783	7903	98452	80.1524
Belkuchi	68411	29613	7480	10143	1653	596	997	1474	2471	51956	75.9469
Shazadpur	115019	38603	7904	30891	4542	1190	1524	4211	5735	88865	77.2611

 
