   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	16190	5951	1593	2315	181	1011	634	781	1415	12466	76.9981
Kawkhali	10856	3759	578	1821	347	769	127	631	758	8032	73.9867
Rangamati Sadar	18859	7194	1426	2722	1105	1058	481	820	1301	14806	78.5089
Baghaichhari	11525	5730	740	1280	433	208	31	525	556	8947	77.6312
Barkal	6998	2800	334	1076	247	79	148	260	408	4944	70.6488
Naniarchar	8733	3633	479	1034	313	584	344	533	877	6920	79.2397
Jurachhari	4148	2050	179	578	178	33	115	131	246	3264	78.6885
Kaptai	10585	3868	953	1885	284	460	75	776	851	8301	78.4223
Rajasthali	4601	1822	118	686	200	366	183	218	401	3593	78.0917
Belaichhari	4569	1963	90	697	144	205	32	227	259	3358	73.4953

 
