   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	22389	7270	735	7456	479	505	217	628	845	17290	77.2254
Moheshkhali	50209	23619	1173	9113	884	1066	1904	1773	3677	39532	78.7349
Coxs Bazar Sadar	71018	24248	5566	12286	2473	2896	2133	2643	4776	52245	73.5659
Ramu	40923	11460	1956	10761	2185	734	2062	1833	3895	30991	75.7300
Chakaria	74057	28917	3568	19750	2027	1461	906	3271	4177	59900	80.8836
Ukhiya	32542	14530	1110	6410	296	393	445	821	1266	24005	73.7662
Teknaf	40085	13293	1776	12536	294	477	1007	917	1924	30300	75.5894
Pekua	26654	7970	504	7554	485	256	396	1093	1489	18258	68.5000

 
