   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	53149	20121	2897	10554	1767	576	1178	2751	3929	39844	74.9666
Rayganj	65294	30862	2279	10211	1984	532	1452	1985	3437	49305	75.5123
Tarash	43411	21466	1383	5906	972	615	1501	1052	2553	32895	75.7757
Sirajganj Sadar	86447	32785	6802	15659	2240	535	1430	1975	3405	61426	71.0563
Kamarkhand	26949	11069	1289	4695	1013	321	342	876	1218	19605	72.7485
Chouhali	20877	9440	1260	3267	703	326	248	374	622	15618	74.8096
Ullahpara	120221	50294	6829	23349	2681	1358	2242	4103	6345	90856	75.5742
Belkuchi	60191	27166	4829	5454	1892	255	732	962	1694	41290	68.5983
Shazadpur	115578	42957	7408	23403	2993	822	560	2987	3547	81130	70.1950

 
