   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Durgapur	43486	17283	5710	4866	379	1467	528	6083	6611	36316	83.5119
Poba (Sadar)	73049	18401	7112	15482	1038	3590	902	13368	14270	59893	81.9902
Mohanpur	41768	16276	2840	8071	615	1811	896	3876	4772	34385	82.3238
Puthiya	48193	17469	5821	6861	468	1353	355	7114	7469	39441	81.8397
Bagmara	86589	39514	6328	11479	1226	2609	2523	6388	8911	70067	80.9191
Charghat	48087	17844	5569	6922	960	1676	488	5879	6367	39338	81.8059
Boalia	101542	34936	25894	15152	888	1776	567	5452	6019	84665	83.3793
Tanore	43651	17471	2703	5011	465	2272	1260	5340	6600	34522	79.0864
Godagari	69760	21006	4695	11741	1469	1560	2255	12244	14499	54970	78.7987
Bagha	41350	12977	5008	8430	354	1121	294	4907	5201	33091	80.0266

 
