monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	3818	7463	11281	8049	19330	4010	4084	3006	2205	751	902	800	737	410	852	719	754	980	746	500	684	955	110	195	110	151	3	16	1627	534	2830	2733	2805	2718	2586	114	1785	358	38	1502	3300	950	2145	353	509	3258	3539	3748	3800	3578	3371	3741	2912	13	7	1	11	1	12	5	0	1062	1079	794	6925	49512	6534	411	293	132	752
2016-02-28	4196	6962	11158	9167	20325	4420	4619	3009	2622	789	1061	719	672	258	841	691	914	977	771	568	752	834	93	296	93	93	2	4	1442	485	2998	3015	2689	2598	2524	118	2208	390	69	1425	2218	704	2262	380	585	2804	3299	3606	3530	3961	3388	3538	2795	27	5	0	9	5	14	5	0	946	965	771	5425	40512	4156	20	307	96	753
2016-03-28	3187	7722	10909	9314	20223	4318	4042	3116	2649	694	897	689	837	260	846	678	807	1088	791	624	655	893	83	206	83	117	1	9	1556	526	3032	2989	3058	2762	2687	94	1766	418	53	937	2230	1080	2111	314	896	2582	3431	3532	3432	4172	3364	3310	2993	49	13	4	2	0	2	0	0	752	754	695	5079	29327	3058	12	223	104	649
2016-04-28	2928	8006	10934	8985	19919	4208	4130	3034	2534	624	840	688	736	305	816	741	777	1028	769	749	726	953	95	345	95	120	15	27	1506	509	3032	3104	2894	2825	2678	175	1578	392	87	1449	1777	1265	1356	406	541	2539	3635	3842	3748	4675	3659	3712	2640	10	18	1	2	2	4	2	28	779	813	804	3134	19329	2951	164	385	94	703
2016-05-28	2982	7611	10593	9191	19784	3412	3535	2639	2130	682	821	699	781	215	873	678	881	1006	841	606	684	834	44	299	44	94	2	19	1415	443	2937	3159	3057	2680	2652	75	1059	190	43	1639	2223	1033	1611	456	562	4485	3487	3705	3823	4426	3688	3609	2961	26	4	0	4	1	5	3	0	673	681	1187	4140	24315	3521	43	246	96	599
2016-06-28	2969	7707	10676	8603	19279	3577	3598	2936	2284	671	823	610	744	263	703	636	746	1246	629	592	658	1085	54	347	54	90	0	3	1414	463	2711	2817	2653	2540	2499	233	23	291	26	1135	2164	1065	1449	516	1109	3836	3558	3473	3635	4507	3384	3289	3024	17	2	2	1	2	3	1	1	676	681	620	3434	24119	2999	9	240	73	602
2016-07-28	3122	7479	10601	8808	19409	3705	3572	3008	2541	603	833	756	821	266	840	662	905	1203	758	582	783	954	61	344	61	136	0	25	1382	505	2619	2721	2728	2589	2520	104	56	281	24	1496	1949	1021	1482	639	731	3675	3477	3509	3491	4146	3567	3281	3161	22	4	3	3	2	5	1	0	682	688	754	2479	16829	2482	0	248	84	578
2016-08-28	3648	7419	11067	8586	19653	3987	3713	3229	2722	709	828	692	692	219	772	702	912	1237	839	643	769	1142	76	527	76	147	2	11	1366	665	3107	2992	3378	3063	3031	96	49	375	26	1331	1635	936	1577	632	757	3411	3680	3680	3571	4722	3732	3410	3089	21	9	2	1	1	2	2	0	635	639	903	2774	16296	2584	12	273	72	594
2016-09-28	3399	7295	10694	8847	19541	4038	3706	4129	2478	710	836	554	821	216	888	753	926	1302	825	675	816	1107	66	300	66	76	0	4	1283	394	2811	2728	2701	2491	2551	73	45	298	36	1407	1562	986	1568	640	656	3622	3599	3613	3462	4266	3257	3342	3182	11	1	0	4	0	4	1	2	654	661	869	2400	15064	2672	100	287	92	580
2016-10-28	3362	7132	10494	7921	18415	3762	3755	2849	2521	686	830	584	706	352	908	757	944	1381	986	794	973	1231	47	360	47	162	9	34	1188	434	2811	2848	2884	2457	2794	99	399	355	30	1499	1915	1026	972	680	748	3611	3593	3617	3568	4586	3354	3244	3094	22	5	2	3	1	4	3	0	637	644	1011	3689	21350	2461	20	281	68	598
