monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	1068	2250	3318	2411	5729	870	879	820	480	396	65	120	96	164	376	290	254	285	254	170	228	279	11	26	11	78	0	4	174	28	1361	1326	1324	1359	1272	33	590	26	2	432	436	155	540	98	222	1105	1381	1393	1205	931	903	1078	650	20	7	9	11	2	13	5	1	236	255	260	1930	10905	875	0	55	75	494
2016-02-28	1108	2129	3237	2815	6052	893	865	750	513	387	87	127	83	196	322	249	311	368	300	223	266	399	18	69	18	77	0	6	187	47	1481	1472	1420	1353	1318	26	389	50	8	449	540	219	566	137	221	1045	1272	1290	1248	1142	1104	1091	675	29	5	7	7	3	10	9	2	249	270	266	1616	9554	1160	25	40	40	1126
2016-03-28	554	2499	3053	3304	6357	715	780	720	530	305	56	118	100	174	283	243	250	329	238	213	238	306	10	57	10	50	0	3	145	24	1380	1397	1598	1258	1318	23	661	65	17	363	409	184	487	137	223	1127	1253	1314	1290	1196	1203	1076	637	21	7	5	2	3	5	2	0	160	167	85	1455	8138	1207	15	51	32	651
2016-04-28	621	2382	3003	2719	5722	655	754	643	518	413	101	174	95	154	330	266	313	334	306	250	266	291	19	60	19	42	0	4	159	31	1436	1402	1477	1259	1278	26	704	27	3	262	401	138	264	197	276	1138	1392	1431	1403	1204	1265	1040	691	17	8	8	11	2	13	0	0	207	220	107	1341	6545	663	0	34	29	211
2016-05-28	658	2219	2877	2554	5431	988	933	790	681	412	97	237	119	161	333	318	358	411	297	287	351	382	19	144	19	39	0	11	137	31	1297	1331	1379	1195	1100	21	245	27	1	418	608	195	535	245	292	4262	4311	1458	1418	1317	1287	1130	734	14	10	9	5	2	7	10	0	202	219	97	2300	8307	676	0	19	34	203
2016-06-28	672	2261	2933	2570	5503	828	900	671	521	394	99	196	82	117	391	327	369	373	314	279	321	345	9	57	9	32	2	1	136	38	1258	1239	1328	1092	1136	41	16	69	9	660	380	208	578	194	221	1060	1369	1373	1381	1251	1199	1080	699	5	4	4	2	0	2	3	1	159	165	115	1402	7390	755	20	36	39	232
2016-07-28	692	1930	2622	2464	5086	966	890	728	547	403	90	200	97	163	380	361	434	441	362	332	378	376	36	72	36	81	0	7	150	43	1396	1385	1395	1254	1244	26	9	56	11	621	498	277	599	203	252	1030	1278	1389	1387	1181	1329	1147	717	21	3	2	2	0	2	7	3	142	154	59	1979	6261	717	0	13	38	224
2016-08-28	830	1931	2761	2442	5203	992	948	737	705	426	127	210	102	230	347	359	348	374	340	310	305	342	15	64	15	66	0	17	155	38	1411	1412	1569	1438	1335	85	25	63	34	818	631	250	627	236	336	1172	1422	1446	1410	1258	1406	1201	740	8	1	2	2	1	3	4	1	169	177	113	970	5891	908	0	35	40	250
2016-09-28	757	1893	2650	2494	5144	780	890	745	748	367	153	191	116	165	387	344	390	377	347	325	358	354	29	74	29	61	3	3	156	49	1338	1372	1512	1370	1289	22	43	50	57	586	471	340	539	451	518	1059	1243	1422	1325	1130	1287	1182	713	3	0	1	0	2	2	2	1	184	189	57	929	5571	915	0	9	38	280
2016-10-28	797	1878	2675	2510	5185	966	962	791	624	364	124	239	102	239	393	364	367	461	376	317	333	417	34	102	34	159	0	5	136	28	1413	1381	1522	1576	1359	39	394	244	180	367	626	237	526	226	326	1159	1429	1453	1339	1382	1322	1244	775	10	1	2	2	1	3	5	0	216	224	64	1850	7583	528	0	25	34	237
2016-11-28	864	1911	2775	2511	5286	1183	1110	970	889	417	82	269	160	193	444	397	424	447	394	403	407	439	18	65	18	90	0	10	140	53	1507	1446	1644	1496	1448	77	717	81	46	913	1044	255	771	312	491	1188	1395	1368	1424	1210	1332	1169	774	4	0	2	4	1	5	3	0	226	234	72	2347	12138	788	0	14	29	235
2016-12-28	739	1889	2628	2605	5233	884	931	798	675	423	72	239	155	186	360	346	400	483	339	316	336	398	12	46	12	76	0	1	143	26	1305	1343	1382	1355	1339	48	831	58	15	703	988	333	655	326	385	1093	1420	1502	1431	1277	1438	1285	745	2	2	8	3	1	4	3	1	239	247	95	1841	10557	958	0	20	42	253
2017-01-28	668	1906	2574	2477	5051	846	978	834	716	432	90	180	51	227	355	345	437	479	324	331	367	409	17	155	17	57	1	1	127	29	1345	1313	1378	1313	1340	101	919	66	22	758	1000	519	658	359	327	1209	1435	1435	1415	1191	1391	1267	735	4	0	4	2	1	3	2	0	311	316	78	2223	11685	743	28	11	28	247
