monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	2301	4774	7075	6207	13282	2076	1742	1465	877	503	69	277	205	90	403	362	452	551	308	301	367	325	8	197	8	50	0	5	207	54	2212	2075	2124	1509	1353	98	701	392	34	922	1101	327	2919	99	262	1663	1954	1964	1928	1353	1104	1333	1192	17	4	0	1	3	4	4	0	439	447	174	3653	21618	1654	36	130	95	290
2016-02-28	2504	4743	7247	8853	16100	2605	2045	1706	1081	581	75	341	197	107	563	521	712	931	447	405	487	748	233	280	233	94	40	41	245	81	2399	2132	1994	1605	1492	67	714	294	47	659	1538	222	640	219	340	1745	2185	2186	2149	1556	1978	1695	1304	4	4	1	1	1	2	1	2	484	489	220	2917	18386	948	41	97	78	237
2016-03-28	1379	5633	7012	7207	14219	2348	2049	1823	1155	680	85	474	338	130	582	525	704	819	503	429	543	703	66	216	66	44	0	4	224	52	2442	2381	2082	1664	1642	52	799	345	64	1022	989	315	747	356	312	1680	2139	2204	2138	1709	1996	1727	1425	5	2	1	2	0	2	1	1	445	449	92	2703	19381	1222	13	113	68	253
2016-04-28	1236	5145	6381	7447	13828	2862	2309	2041	1279	734	65	476	363	127	559	559	785	868	518	442	580	778	67	142	67	52	1	10	238	53	2287	2218	1895	1605	1394	95	773	408	43	897	952	479	766	378	268	1648	2028	2090	2117	1536	1939	1745	1518	4	12	1	3	1	4	2	1	358	365	145	2818	19644	1345	17	99	71	251
2016-05-28	1367	5120	6487	7342	13829	2420	2170	2076	1341	754	100	507	376	165	617	573	700	936	564	526	648	684	40	206	40	61	18	14	240	70	2302	2359	2179	1735	1685	120	693	382	45	892	1720	374	904	486	395	1863	2310	2252	2230	1643	2255	1828	1717	38	17	2	1	1	2	3	0	430	435	170	3249	21391	1270	41	100	76	267
2016-06-28	1310	4898	6208	7412	13620	2457	2271	2060	1316	753	104	533	341	122	572	576	768	1086	553	487	692	817	36	99	36	32	0	2	242	66	2292	2252	2053	1801	1814	66	203	356	24	796	1126	294	970	479	486	1889	2379	2243	2182	1871	2067	1638	1509	17	2	0	11	3	14	5	1	376	396	166	2811	18857	1517	7	102	80	252
2016-07-28	1288	4679	5967	7425	13392	2305	2238	2185	1413	767	71	477	410	158	679	561	868	905	662	491	570	868	71	101	71	20	0	4	335	118	2138	2086	2075	1763	1689	101	541	197	20	782	1132	340	913	378	351	1752	2280	2380	2171	1920	2185	1733	1753	12	3	2	1	0	1	1	0	353	355	165	2212	16901	1486	5	104	73	245
2016-08-28	1388	4419	5807	7286	13093	2724	2408	2310	1542	758	52	579	424	189	758	650	855	937	683	546	719	741	38	127	38	113	10	18	265	86	2573	2326	2229	1883	1675	73	502	283	57	1214	1301	437	1007	462	462	1942	2580	2605	2453	2159	2288	1918	1718	43	26	1	0	1	1	6	0	374	381	246	2844	19805	1549	3	90	77	255
2016-09-28	1478	4400	5878	7136	13014	2887	2141	2259	1525	729	56	575	411	195	733	675	806	1009	713	528	695	885	33	145	33	38	0	5	323	143	2352	2279	2213	1851	1728	52	668	288	34	915	1414	439	442	463	517	1861	2396	2335	2245	1965	2027	1764	1639	31	1	1	2	1	3	7	0	386	396	245	2801	19845	1486	2	118	76	253
2016-10-28	1547	4339	5886	7099	12985	1914	1952	1737	1435	748	89	522	404	210	631	574	694	983	678	575	621	850	55	142	55	39	0	6	324	97	2383	2221	2194	1751	1791	53	673	122	62	1269	1780	367	1046	542	458	2012	2525	2518	2279	2137	2373	2002	1836	12	1	0	1	3	4	5	2	384	395	287	3108	22154	1502	10	93	73	252
