monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	2903	4671	7574	4738	12312	1695	1476	1100	859	382	100	215	253	93	403	416	281	513	213	167	158	355	67	60	67	48	0	0	305	97	1946	2167	1763	1566	1512	76	381	108	114	345	1294	369	663	52	146	1753	2010	1953	1846	2070	0	1596	1246	8	5	0	1	2	3	2	0	449	454	411	2359	18650	800	259	262	163	228
2016-02-28	2990	4377	7367	7516	14883	1646	1604	1174	855	344	63	209	182	167	335	266	324	427	330	227	250	390	72	74	72	37	0	11	275	115	1506	1456	1363	1172	1094	43	446	135	25	563	1420	454	834	142	177	2251	2499	2526	2511	1998	2162	2141	1431	0	0	0	1	1	2	2	0	408	412	485	2556	18273	1098	6	36	49	231
2016-03-28	1574	5825	7399	7524	14923	2212	1569	1212	940	457	170	182	45	173	297	233	272	426	314	342	193	275	47	60	47	31	0	2	397	191	1298	1292	1260	1027	1077	25	296	170	19	389	584	304	797	226	280	1872	2080	2230	2116	1858	2095	1691	1745	6	2	0	0	1	1	1	0	342	344	322	1588	12668	941	10	60	62	321
2016-04-28	1430	5864	7294	7187	14481	1913	1582	1156	993	495	126	164	189	183	335	302	362	389	369	280	294	311	33	110	33	6	0	0	323	184	1685	1652	1467	1322	1178	16	261	117	17	358	416	279	665	188	253	1783	1978	2055	1942	1696	1737	1897	1490	11	2	0	0	0	0	0	0	281	281	450	2329	11429	692	20	31	43	314
2016-05-28	1414	5278	6692	7248	13940	1849	1769	1475	1083	458	104	230	186	95	316	251	438	578	315	274	440	571	9	93	9	41	0	0	360	148	2075	1998	1853	1532	1331	37	226	127	32	397	467	373	500	221	214	2195	2437	2455	2329	1929	2293	2350	1692	18	3	0	1	2	3	1	6	333	343	263	1193	7400	1184	11	28	59	273
2016-06-28	1364	5038	6402	6506	12908	1694	1624	1440	1052	572	121	242	301	95	288	297	365	501	290	271	325	536	31	119	31	8	0	0	465	170	2042	1968	1771	1565	1430	22	98	218	29	438	574	118	546	93	257	1411	1565	1578	1482	1232	1498	1366	1858	8	6	0	0	0	0	1	0	290	291	373	1229	8161	943	81	35	53	255
2016-07-28	1465	4570	6035	6543	12578	1538	2224	1354	1106	531	141	256	154	138	398	358	424	624	345	295	386	654	19	145	19	35	0	3	419	171	2285	2194	2035	1709	1584	52	162	99	11	526	560	342	564	287	335	1650	1768	1803	1775	1482	1758	1605	1848	25	5	0	1	1	2	6	0	308	316	366	1774	9495	1125	5	65	83	231
2016-08-28	1830	4231	6061	6060	12121	2041	1975	1570	1410	1872	200	209	228	183	430	349	589	931	400	320	445	724	17	185	17	216	76	51	464	247	2449	2267	2229	1898	1637	34	321	133	10	551	682	386	853	542	339	1952	2017	2031	2004	1687	2044	1842	2036	19	9	8	0	2	2	0	0	334	336	465	1738	11483	1127	3	77	91	274
2016-09-28	1850	3938	5788	6153	11941	1799	1845	1466	1311	538	98	210	150	153	413	368	675	655	388	292	485	642	5	171	5	141	76	54	435	204	2501	2211	2135	1783	1575	64	439	156	24	872	893	416	731	482	281	2482	2622	2657	2489	2084	2453	2210	2414	15	2	3	1	0	1	1	0	312	314	382	1580	10568	1001	33	81	64	285
2016-10-28	1818	3962	5780	6035	11815	2382	2295	1892	1588	564	181	135	180	151	655	459	710	949	465	491	583	810	14	215	14	127	76	53	456	226	2922	2828	2538	2168	2073	51	347	236	27	1015	1590	513	2840	493	305	4422	5128	4902	5073	4047	3865	4120	2063	4	2	1	2	0	2	0	0	351	353	411	2381	21175	1150	0	90	54	297
