monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	1199	3371	4570	3486	8056	1279	775	661	582	201	37	150	119	35	237	175	127	165	186	127	113	127	0	118	0	17	4	1	204	37	623	653	624	600	578	37	495	51	5	129	305	240	711	4	10	906	1061	943	946	535	124	637	509	52	1	4	1	1	2	1	0	188	191	139	3163	11742	356	7	92	59	308
2016-02-28	1360	3345	4705	4601	9306	1116	909	739	598	295	42	141	54	17	202	202	195	254	173	175	135	179	18	217	18	19	0	3	257	68	993	992	912	962	877	45	653	23	21	437	572	125	773	27	46	505	543	534	488	396	460	445	563	2	0	0	1	1	2	1	1	242	246	58	2426	10394	406	0	51	38	245
2016-03-28	1103	3681	4784	4266	9050	933	872	732	567	383	53	105	124	24	206	204	222	272	185	180	202	250	12	59	12	21	0	0	188	163	995	1018	975	874	919	46	783	49	0	277	495	87	786	35	103	534	560	538	563	448	472	463	714	4	1	2	1	0	1	2	0	137	140	144	1582	9435	590	2	56	33	225
2016-04-28	985	3879	4864	4646	9510	1226	884	813	629	330	47	134	125	28	203	207	171	206	198	197	143	146	18	59	18	21	0	4	288	67	853	853	818	783	750	24	293	31	94	468	574	83	742	44	81	541	554	568	604	491	459	466	803	3	0	1	2	0	2	0	0	120	122	95	1303	7144	669	2	99	65	295
2016-05-28	1011	3852	4863	4699	9562	1071	817	772	608	381	78	85	93	19	173	181	239	247	170	167	209	195	11	5	11	17	0	0	308	64	791	806	795	751	706	28	317	73	17	444	393	127	644	18	68	510	533	507	506	481	424	453	723	9	3	0	2	1	3	0	0	123	126	203	1425	7752	546	0	67	36	331
2016-06-28	920	3269	4189	4334	8523	1003	905	2331	637	325	41	81	73	16	212	275	224	284	195	182	229	253	0	39	0	14	0	1	320	44	659	666	640	607	604	8	41	91	0	379	413	101	757	50	126	508	530	564	554	503	504	492	761	10	1	0	3	1	4	1	0	95	100	143	1408	6844	634	2	105	50	308
2016-07-28	896	3088	3984	4590	8574	915	909	631	534	301	45	149	45	19	239	183	226	242	212	162	217	203	0	63	0	3	0	2	298	43	582	611	613	603	549	16	291	13	0	254	392	89	696	48	93	534	556	587	588	556	527	507	908	6	0	0	0	2	2	1	0	99	102	132	962	6299	620	1	79	51	264
2016-08-28	1153	3464	4617	4090	8707	959	830	728	642	326	58	150	166	18	243	147	186	187	196	161	162	142	3	11	3	15	0	1	295	42	700	713	696	690	705	37	218	34	0	197	378	136	426	54	118	455	459	547	512	539	450	447	834	9	2	0	5	2	7	2	1	115	125	208	662	4933	521	0	97	52	289
2016-09-28	1091	3310	4401	3974	8375	941	805	676	689	392	67	141	186	29	180	202	193	234	167	202	185	193	2	18	2	25	0	0	251	39	630	591	598	576	571	36	280	65	5	403	499	266	821	64	110	543	607	655	689	509	497	587	855	7	1	0	4	2	6	2	0	120	128	183	764	5738	488	11	94	58	270
2016-10-28	1243	3545	4788	4257	9045	1087	991	829	675	418	25	202	233	21	201	261	314	272	183	234	283	239	12	12	12	11	0	1	329	54	742	699	660	638	621	35	332	85	0	351	563	201	854	64	95	513	523	535	546	533	506	459	1010	2	2	1	1	0	1	2	4	127	134	200	908	7216	861	3	83	65	297
