monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	569	1601	2170	1370	3540	797	701	877	322	5	2	203	187	44	151	57	148	143	95	90	131	117	4	0	4	17	0	5	28	29	307	299	296	273	318	8	272	55	5	85	339	63	91	48	72	221	239	267	257	213	209	175	360	8	3	0	2	1	3	3	1	145	152	48	467	6337	176	1	19	14	34
2016-02-28	658	1431	2089	2066	4155	740	596	716	383	22	7	225	149	75	157	95	188	101	356	108	119	77	1	33	1	28	0	0	107	7	382	371	391	381	368	22	347	43	32	183	273	63	253	69	95	366	460	433	436	502	424	338	373	4	2	0	3	2	5	0	0	124	129	142	162	4436	193	2	25	10	48
2016-03-28	417	1704	2121	2081	4202	845	710	784	494	40	2	201	180	19	165	109	148	163	289	105	118	153	0	14	0	18	0	1	72	29	440	504	421	382	432	28	471	23	35	109	162	51	72	70	100	417	517	520	510	493	542	456	651	1	1	2	3	2	5	1	19	114	139	62	387	4589	168	0	12	12	50
2016-04-28	378	1699	2077	1938	4015	924	765	717	529	21	5	226	223	12	254	107	130	170	425	108	126	140	12	34	12	18	0	0	92	38	393	457	433	416	389	73	713	40	15	34	135	55	86	87	95	341	509	545	514	467	454	393	442	0	0	1	2	1	3	0	0	98	101	83	236	3845	179	4	20	17	47
2016-05-28	446	1502	1948	1949	3897	940	760	810	436	25	4	213	235	38	284	100	91	173	416	82	80	109	3	17	3	3	0	0	69	24	423	453	476	438	390	8	577	72	14	17	276	186	346	78	44	399	518	520	519	503	500	395	268	1	1	4	3	2	5	1	2	129	137	81	553	5843	168	4	18	10	36
2016-06-28	430	1591	2021	1842	3863	942	802	883	514	49	4	242	212	66	225	72	92	129	412	65	88	99	5	42	5	19	0	0	79	26	429	437	398	383	396	8	292	73	15	43	226	215	251	112	46	395	465	496	466	497	514	373	502	0	0	2	3	1	4	0	0	125	129	47	331	5112	208	4	10	11	60
2016-07-28	516	1454	1970	1908	3878	959	816	905	429	40	23	238	263	51	349	76	100	126	443	76	89	101	3	32	3	10	0	0	66	18	397	382	368	312	327	9	192	32	21	99	109	207	233	58	42	363	387	432	454	486	497	390	297	1	0	2	2	0	2	1	0	129	132	40	260	3763	245	4	9	17	40
2016-08-28	457	1460	1917	1844	3761	890	796	833	532	29	19	235	247	67	266	87	135	146	419	76	149	154	4	14	4	13	0	0	40	20	429	416	426	357	386	1	394	33	22	57	189	96	206	116	75	430	487	507	483	517	530	400	530	1	0	0	1	1	2	0	2	126	130	52	346	4642	233	7	11	10	60
2016-09-28	502	1313	1815	1770	3585	995	789	715	483	19	4	195	263	59	244	92	119	156	395	98	91	94	27	6	27	7	0	0	48	5	428	485	462	410	376	10	382	29	21	61	224	87	207	143	83	399	444	5868	434	474	472	409	486	1	0	0	2	2	4	0	0	134	138	55	293	4626	219	10	29	10	69
2016-10-28	539	1304	1843	1727	3570	963	736	811	450	21	1	230	249	48	233	118	136	181	403	114	116	159	7	23	7	6	0	1	80	19	470	510	517	448	482	7	252	22	2	43	473	89	250	151	82	490	525	547	509	690	818	496	324	0	2	0	1	1	2	0	0	119	121	80	525	7756	218	7	33	12	64
