monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	1490	3817	5307	2658	7965	1275	972	880	749	343	151	188	55	34	379	256	246	275	307	198	234	238	12	31	12	52	22	30	162	11	1475	1538	1420	1332	1593	103	631	103	8	292	1075	251	1078	97	162	1364	1672	1577	1619	1241	0	1252	753	11	0	0	0	2	2	1	11	245	259	141	2379	12768	385	3	67	99	273
2016-02-28	1680	3867	5547	3535	9082	1706	1192	1147	833	2687	129	245	77	84	492	436	407	481	455	317	371	287	11	29	11	24	3	14	158	28	1416	1604	1382	1269	1830	42	705	71	2	622	1305	300	988	155	147	1181	1554	1648	1538	1118	1258	1327	684	28	29	0	4	3	7	3	0	213	223	248	2031	9907	567	31	45	59	264
2016-03-28	909	5268	6177	3461	9638	1634	1362	1156	928	353	187	348	131	106	451	558	454	509	389	503	393	454	8	12	8	26	0	23	181	53	1514	1540	1564	1372	2023	42	550	53	4	369	654	169	797	148	141	1227	1639	1635	1600	1422	1394	1349	821	11	4	0	2	2	4	1	0	200	205	84	1276	9083	138	26	34	68	305
2016-04-28	703	4326	5029	3643	8672	1460	1261	1148	970	331	119	296	121	110	600	535	413	460	467	457	349	371	29	116	29	31	0	3	191	49	1122	1247	1214	1129	1510	33	654	136	34	484	705	436	641	123	199	1027	1385	1459	1515	1305	1110	1198	843	13	1	1	4	0	4	1	4	192	201	87	1282	9038	251	38	73	87	272
2016-05-28	915	4609	5524	3740	9264	1681	1542	1459	1147	509	154	331	203	122	645	568	526	526	523	503	426	414	24	144	24	27	0	9	264	106	1547	1597	1595	1423	1680	34	834	162	15	847	1321	618	1160	165	196	1528	1756	1788	1708	1441	1410	1339	939	32	2	2	2	0	2	3	0	177	182	130	1804	11269	764	9	66	91	258
2016-06-28	965	4322	5287	3889	9176	1634	1375	1273	1063	428	140	331	134	186	665	581	531	595	616	575	524	497	25	131	25	31	0	16	330	42	1326	1383	1406	1293	1610	19	96	129	5	803	1345	551	1493	223	249	1636	1671	1615	1693	1420	1462	1358	861	17	6	4	2	0	2	1	0	152	155	119	1351	8349	360	8	96	92	246
2016-07-28	1210	4125	5335	3574	8909	1589	1529	1172	1049	463	148	398	163	179	625	576	528	544	515	510	448	470	21	62	21	23	0	12	205	51	1249	1317	1288	1259	1236	20	41	107	11	637	975	371	1443	139	354	1296	1450	1378	1443	1388	1402	1358	978	11	3	0	2	2	4	4	1	176	185	100	1152	8205	467	23	67	64	267
2016-08-28	1198	3787	4985	3376	8361	1592	1398	1217	1040	408	186	414	161	185	666	559	575	735	648	661	462	549	42	133	42	36	0	11	169	28	1238	1235	1305	1149	1120	45	231	119	15	515	976	383	1951	532	282	1394	1590	1583	1585	1410	1390	1356	1196	3	7	0	1	7	8	4	97	177	286	150	973	8391	546	28	100	94	276
2016-09-28	1171	4030	5201	3337	8538	1579	1612	1897	1054	647	196	426	193	197	728	675	655	623	601	568	516	512	43	131	43	50	33	52	198	83	1347	1327	1574	1408	1694	54	301	95	2	589	881	296	1359	186	229	3502	1635	1657	1569	1470	1505	1343	973	0	0	0	2	0	2	3	0	196	201	213	1003	6955	523	27	106	92	277
2016-10-28	1216	3939	5155	3351	8506	1605	1472	1310	1121	415	195	375	155	176	798	615	669	782	661	596	564	604	13	102	13	27	2	33	227	57	1497	1542	1760	1573	1868	41	326	118	8	1066	1633	341	1539	261	332	1723	1781	1737	1746	1674	1781	1514	949	21	12	1	2	2	4	4	1	209	218	185	1453	9867	337	18	85	106	269
