monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	2415	8136	10551	6786	17337	2487	1820	1512	1108	890	121	414	271	40	396	335	413	697	379	286	374	567	10	34	10	32	0	4	435	78	1525	1490	1390	1211	1149	51	333	150	3	269	1117	173	1123	146	192	1454	1455	1430	1438	1102	1153	1238	1120	23	0	0	2	1	3	3	0	522	528	426	3917	25430	342	9	97	68	354
2016-02-28	2420	7944	10364	7854	18218	2191	2150	1905	1506	642	316	397	502	77	493	362	558	684	479	371	426	589	15	169	15	248	248	247	582	308	1381	1328	1254	1083	1088	39	319	176	30	409	1287	278	462	166	405	1435	2124	2106	1795	1663	1520	1523	1151	4	0	1	0	2	2	1	0	440	443	331	3223	20117	447	13	163	59	360
2016-03-28	1459	8488	9947	8887	18834	2645	2288	1986	1591	727	308	481	512	130	536	444	578	747	576	439	518	617	13	137	13	227	199	201	462	190	1400	1410	1442	1243	1115	60	647	190	47	222	1530	385	469	220	279	1514	2274	2167	2108	1817	1810	1574	1341	4	0	0	3	2	5	1	0	432	438	125	3310	16114	341	46	142	84	356
2016-04-28	1453	8450	9903	8699	18602	3068	2672	2078	1760	684	345	580	657	169	661	594	558	722	464	528	497	569	12	115	12	45	15	11	478	219	1412	1365	1378	1171	1131	80	864	185	44	327	1344	463	469	313	147	1323	2151	2055	2092	1776	1694	1480	1490	4	2	0	0	1	1	2	0	418	421	158	2297	15955	557	17	167	59	369
2016-05-28	1553	8014	9567	8733	18300	2709	2468	2078	1662	734	314	528	612	67	613	626	645	752	505	469	554	625	8	75	8	195	199	195	467	194	1543	1486	1499	1290	1222	47	1004	189	29	624	1101	323	962	249	126	1810	2072	1993	2007	1731	1577	1482	1448	38	0	1	0	1	1	2	0	463	466	198	2118	13613	762	16	151	65	272
2016-06-28	1452	7935	9387	8364	17751	2608	2248	1882	1491	965	74	618	450	33	604	610	692	727	418	442	545	606	12	75	12	190	199	197	436	182	1623	1424	1416	1211	1096	31	24	144	32	339	811	293	621	294	123	1676	2151	2040	1986	1865	1750	1583	1537	2	0	0	0	1	1	2	0	429	432	88	2000	11805	537	14	178	76	289
2016-07-28	1548	7150	8698	7975	16673	2808	2379	1905	1596	1057	116	611	520	61	587	619	704	788	442	507	625	658	8	78	8	193	199	204	325	181	1431	1369	1398	1185	1107	39	0	160	28	374	914	447	846	258	113	1504	2043	1976	1823	1629	1574	1473	1823	4	2	0	1	1	2	1	0	455	458	72	1938	9992	701	14	181	68	350
2016-08-28	1845	6695	8540	7965	16505	2972	2503	2087	1766	1121	122	610	575	64	581	658	702	865	446	589	596	643	25	151	25	199	199	198	529	215	1599	1450	1388	1327	1112	23	11	132	47	191	756	423	869	391	158	1615	2136	2020	1881	1657	1782	1528	1633	2	0	0	0	2	2	1	0	461	464	160	2131	11649	451	16	112	55	350
2016-09-28	1814	5786	7600	6599	14199	2775	2579	1937	1740	862	99	523	531	73	693	619	608	734	527	499	506	689	35	296	35	45	46	53	456	106	1704	1368	1164	1035	955	58	55	123	49	147	966	281	1140	376	163	1458	1832	1824	1656	1409	1657	1478	1710	2	0	0	1	1	2	1	0	477	480	174	2009	11667	512	23	142	73	362
2016-10-28	1777	6756	8533	7613	16146	2881	2648	1974	1727	1034	77	585	556	71	641	649	656	849	500	525	554	682	4	105	4	54	46	64	423	118	1543	1564	1476	1573	1136	73	161	90	2	245	1425	332	1160	400	180	1659	2139	1996	1930	1727	1862	1548	1559	4	0	0	0	1	1	3	0	431	435	190	2848	16871	703	25	176	70	351
2016-11-28	1698	6584	8282	7383	15665	2992	2778	2172	1958	976	88	645	534	108	662	911	703	830	497	518	547	598	47	401	47	74	46	52	470	120	1477	1608	1521	1359	1298	45	342	135	44	355	1893	623	1195	527	411	1770	2098	2136	1951	1812	1668	1580	1667	32	0	0	1	1	2	4	0	499	505	253	3062	21616	750	27	178	86	371
2016-12-28	1583	6891	8474	7252	15726	2628	2680	2096	1898	961	73	668	563	66	718	831	716	915	552	578	595	696	9	69	9	75	46	52	437	132	1614	1603	1562	1670	1255	45	284	124	56	337	1931	1060	1057	406	302	1935	2069	1966	1913	1576	1717	1578	1698	9	0	0	0	1	1	3	0	479	483	182	3180	20126	529	25	127	55	333
2017-01-28	1592	7014	8606	7760	16366	2843	2693	2147	1868	2508	62	628	486	93	1350	814	694	744	616	541	581	596	20	383	20	57	46	53	449	137	1670	1725	1639	1819	1456	126	270	95	59	380	1920	361	1003	464	305	2096	2184	2224	2020	1917	1840	1792	1539	2	0	0	0	1	1	0	0	543	544	192	3053	20610	632	12	183	47	364
2017-02-28	1635	6863	8498	7649	16147	2877	2754	2177	1862	962	74	551	447	75	706	760	731	852	578	512	534	617	17	404	17	86	46	52	362	103	1551	1576	1493	1662	1198	56	323	147	60	331	1591	439	1278	383	223	1892	2023	1994	1936	1572	1653	1639	1870	2	0	1	0	2	2	0	0	486	488	141	2786	18418	688	10	190	70	370
2017-03-28	1547	6518	8065	7171	15236	2935	2822	2166	1713	891	61	563	502	60	779	710	718	719	665	472	584	619	13	194	13	104	46	55	388	103	1709	1641	1573	1753	1308	60	288	171	62	441	3197	714	806	384	336	1955	2075	2078	2001	2260	1640	1774	1491	2	0	2	1	1	2	1	0	464	467	195	3786	21825	648	5	170	58	369
2017-04-28	1650	6495	8145	7352	15497	2866	2701	2127	1787	925	94	560	513	73	750	670	713	828	610	508	499	669	13	129	13	78	46	53	405	102	1619	1644	1591	1719	1325	74	482	166	48	429	3121	865	1032	429	358	1933	2076	2141	1973	1840	1554	1714	1552	2	0	0	0	1	1	0	0	418	419	197	3084	20284	591	16	157	74	364
2017-05-28	1584	6634	8218	7304	15522	3463	2738	2176	1952	963	86	506	511	78	702	685	654	807	659	500	550	661	28	285	28	71	50	53	335	106	1625	1627	1532	1421	1286	96	256	183	63	407	2704	690	1623	434	326	1729	1889	1820	1734	1510	1394	1649	1596	1	0	1	0	2	2	0	0	443	445	300	3075	20856	636	5	177	51	362
2017-06-28	1279	6618	7897	7371	15268	2751	2557	2181	2034	869	79	541	429	72	674	605	594	731	477	415	489	598	21	194	21	64	46	52	405	115	1456	1421	1374	1604	1125	51	205	147	34	441	2486	372	1247	358	352	1721	1879	1896	1803	1693	1526	1560	1459	2	0	0	0	1	1	0	0	412	413	130	3066	17707	612	8	191	69	345
2017-07-28	1529	6694	8223	7305	15528	2945	2853	2264	2368	946	74	622	491	215	893	644	696	915	685	478	569	792	21	208	21	70	46	54	369	113	1699	1694	1543	1939	1494	74	318	179	65	311	2661	454	1270	545	572	1952	2112	2149	1934	1745	1695	1724	1716	11	0	0	0	1	1	0	0	417	418	157	3414	22625	608	5	190	60	342
