monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	1032	3517	4549	3232	7781	1277	1324	1216	814	211	2	228	371	93	210	191	213	250	211	173	205	237	19	90	19	22	0	3	197	67	471	425	445	422	468	22	356	48	0	332	719	157	310	91	198	604	732	757	726	648	325	718	716	0	1	0	1	0	1	0	0	270	271	59	1895	10849	650	9	112	45	186
2016-02-28	1137	3458	4595	4352	8947	1753	1711	1509	1148	223	7	188	378	57	343	266	313	407	316	299	261	365	10	108	10	32	0	2	360	85	481	470	469	411	448	27	429	39	26	413	989	146	1069	126	170	727	789	758	751	661	752	701	658	10	3	0	4	1	5	1	1	226	233	53	1429	10054	392	1	144	40	245
2016-03-28	886	3337	4223	3905	8128	1823	1825	1607	1213	301	10	283	544	49	415	332	383	535	395	303	367	503	8	55	8	11	0	1	353	113	526	522	512	472	482	45	481	54	21	359	1016	139	438	182	250	870	960	911	806	663	740	870	1020	5	1	0	1	0	1	0	0	253	254	235	1910	9931	517	9	91	35	251
2016-04-28	924	3470	4394	3853	8247	1839	2029	1695	1190	292	21	277	556	117	427	338	394	559	325	225	336	483	34	29	34	13	0	0	416	134	601	569	563	561	520	15	594	53	28	510	1163	166	747	232	229	799	973	991	993	869	782	865	1000	11	6	0	0	0	0	0	0	228	228	219	1649	8883	559	10	153	33	264
2016-05-28	1150	3120	4270	3770	8040	1856	2024	1808	1297	267	13	237	627	75	429	350	452	559	416	333	369	524	20	63	20	19	0	0	350	130	593	592	554	485	494	21	314	51	8	582	999	124	890	166	215	758	923	887	904	799	814	749	1067	1	1	0	0	0	0	0	0	231	231	188	2161	12142	3371	0	81	39	227
2016-06-28	1051	3149	4200	3646	7846	1964	1974	1950	1404	283	15	263	605	76	515	372	455	696	510	401	391	571	19	94	19	22	0	1	378	130	618	663	638	557	563	12	186	39	9	439	1024	172	1167	195	255	794	924	935	1026	833	1005	772	1035	5	1	0	0	0	0	0	0	222	222	227	1919	11087	416	3	91	22	232
2016-07-28	1120	2982	4102	3582	7684	1883	2004	1709	1295	287	13	220	638	87	429	376	434	606	428	358	398	637	19	225	19	17	0	4	398	156	495	541	551	516	522	22	15	44	11	497	990	172	951	272	363	658	799	819	842	746	763	670	1050	14	2	0	0	0	0	2	0	211	213	219	1770	10509	434	0	68	19	209
2016-08-28	1248	2868	4116	3585	7701	2112	2133	1880	1342	280	16	253	638	112	582	621	446	608	553	389	490	682	21	244	21	18	0	5	408	141	574	553	592	563	563	16	0	50	16	513	895	256	1188	319	255	831	877	852	882	759	878	800	1046	9	3	0	1	0	1	1	1	236	239	285	2173	9398	246	2	74	39	255
2016-09-28	1244	2859	4103	3639	7742	1956	2002	1847	1314	290	8	267	650	118	453	455	532	650	442	516	480	586	17	300	17	41	0	1	365	158	577	557	594	572	630	41	167	56	16	628	1020	138	899	267	312	838	898	864	834	688	932	725	1056	9	3	0	2	0	2	0	0	228	230	230	1710	10816	547	2	103	32	240
2016-10-28	1291	2748	4039	3574	7613	2124	2265	1967	1481	318	13	283	764	224	541	493	633	1011	606	452	547	884	15	545	15	23	0	2	433	153	693	635	625	589	565	84	358	38	20	812	1163	500	1329	391	279	974	1188	1087	918	875	951	826	1284	39	8	3	0	0	0	0	0	240	240	319	2273	15235	411	4	96	37	267
