monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	1739	3503	5242	2709	7951	547	612	419	343	307	37	225	67	64	362	188	208	180	156	106	129	199	11	16	11	8	0	2	133	28	983	892	865	815	773	35	300	36	51	287	1009	198	714	65	66	1407	1537	1534	1438	1131	0	968	255	4	1	0	3	1	4	1	0	234	239	249	3015	13339	1048	68	86	52	279
2016-02-28	1615	3840	5455	3597	9052	746	615	516	408	297	51	109	83	53	209	154	149	174	107	108	108	142	19	48	19	56	6	10	234	148	1913	1748	1582	1538	1678	55	394	38	2	369	787	255	434	61	86	1180	1398	1379	1359	1013	1238	1123	477	5	0	0	0	0	0	0	0	198	198	311	2544	11202	372	17	42	46	262
2016-03-28	977	4460	5437	3287	8724	854	725	587	478	285	43	123	102	47	148	204	163	134	114	177	138	103	8	91	8	15	0	17	111	24	1165	1133	1153	988	989	257	233	94	5	167	688	414	432	68	125	1133	1397	1356	1292	1168	1232	1119	526	7	0	0	2	1	3	2	0	168	173	81	1959	10563	291	5	77	31	267
2016-04-28	978	4225	5203	3609	8812	736	770	682	423	326	61	124	103	48	209	178	140	227	172	146	123	166	1	51	1	34	0	3	112	30	1482	1513	1314	1272	1548	31	335	117	11	249	530	174	653	102	139	1015	1312	1377	1372	1168	1256	1034	587	14	4	0	0	1	1	1	0	157	159	114	1884	9791	592	2	57	36	300
2016-05-28	951	3843	4794	3143	7937	853	816	687	560	408	43	189	146	89	239	234	302	338	200	208	176	161	4	32	4	19	0	5	77	28	956	972	935	805	816	32	379	105	11	192	407	84	222	66	80	852	902	955	960	802	805	753	688	1	2	0	2	1	3	5	0	187	195	69	1990	10837	304	3	69	31	227
2016-06-28	924	3958	4882	3033	7915	1147	742	656	487	420	38	153	121	55	337	288	235	228	192	159	161	172	11	47	11	23	0	3	136	48	678	658	627	596	543	10	43	57	7	157	254	99	455	50	55	904	776	737	711	895	723	667	590	10	0	0	0	1	1	1	0	136	138	23	2001	8792	358	17	47	29	172
2016-07-28	1093	3619	4712	3032	7744	1046	1128	976	769	486	50	186	162	69	333	256	282	384	253	225	246	288	12	71	12	47	0	7	128	41	1257	1320	1304	1132	1205	30	37	41	54	218	316	131	391	169	170	1040	1140	1083	1117	940	998	948	799	14	4	0	3	1	4	3	0	164	171	104	1763	8200	354	2	33	32	164
2016-08-28	1164	3645	4809	2925	7734	954	882	716	531	397	37	187	158	77	339	243	294	302	268	211	266	268	7	78	7	69	0	6	91	10	1045	1106	1019	917	920	33	154	45	47	34	349	377	201	50	128	965	1162	1128	1108	1084	1157	946	716	7	0	0	0	1	1	2	0	131	134	95	1771	7605	447	5	41	40	200
2016-09-28	1091	3363	4454	3021	7475	966	997	814	661	461	50	192	193	141	326	254	317	315	304	300	291	289	15	157	15	46	3	8	114	32	1177	1109	1009	966	957	37	255	59	35	316	455	364	431	166	218	996	1059	1072	1051	971	1097	905	779	16	6	0	2	1	3	1	0	174	178	216	2144	6808	423	6	32	29	279
2016-10-28	1130	3516	4646	2652	7298	1056	927	922	794	411	43	202	167	123	352	323	304	386	309	282	239	322	11	113	11	50	0	15	87	69	1026	1084	1079	913	848	40	334	43	60	284	404	384	438	174	180	1188	1302	1235	1223	1101	1196	989	760	11	2	0	0	0	0	1	0	174	175	110	1993	8600	360	5	63	40	297
