monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	1883	4004	5887	4216	10103	1530	1440	1311	1058	559	306	278	98	186	513	439	430	480	508	434	437	513	24	74	24	35	2	7	282	53	1877	1917	1886	1777	1643	55	991	138	9	413	1274	67	841	239	254	1827	2242	2226	2182	1303	1042	1795	1016	51	29	3	6	7	13	9	2	414	438	905	3117	17844	1063	7	100	80	456
2016-02-28	1917	4004	5921	6174	12095	1433	1280	1279	945	571	322	272	105	207	580	470	496	525	520	414	421	465	13	72	13	21	0	1	228	53	1823	1833	1965	1699	1509	78	945	117	17	391	802	69	839	169	199	1724	2110	2108	2154	1438	1525	1786	1114	15	10	2	4	2	6	4	0	316	326	304	3016	16635	1464	0	82	74	354
2016-03-28	1067	4590	5657	5752	11409	1599	1570	1315	1047	746	407	301	144	166	519	504	520	576	510	485	433	519	56	119	56	36	2	14	162	38	2040	2010	2028	1832	1595	97	611	112	32	397	778	189	831	295	207	1659	2128	2193	2181	1536	1513	1760	1175	15	5	1	1	1	2	6	0	237	245	319	2880	14928	853	1	68	67	266
2016-04-28	1078	4654	5732	5685	11417	1431	1341	1211	972	674	337	424	136	160	639	583	622	595	552	546	541	611	9	115	9	33	4	8	140	48	1779	1749	1930	1682	1622	55	365	93	24	336	1021	58	601	162	187	1531	1913	2057	2055	1481	1669	1564	1152	11	1	5	5	1	6	2	1	262	271	122	1952	9928	755	35	50	54	204
2016-05-28	1076	4166	5242	5240	10482	1592	1294	1281	980	717	339	430	147	404	640	562	577	605	612	554	602	625	9	149	9	21	0	3	170	51	1696	1712	1920	1808	1572	89	323	155	16	553	765	41	877	213	285	1495	1857	1956	1879	1299	1558	1517	1284	42	8	3	5	1	6	1	0	310	317	114	2753	12951	891	101	40	64	461
2016-06-28	1021	4188	5209	5194	10403	1448	1238	1168	944	701	327	453	124	167	613	539	551	627	555	477	510	592	19	126	19	13	1	0	169	56	1751	1720	1949	1830	1561	42	176	114	11	216	375	71	547	237	347	1543	2102	2063	1802	1629	1515	1594	1124	13	2	2	2	2	4	5	2	243	254	133	1875	11457	682	0	63	66	402
2016-07-28	1123	3726	4849	5179	10028	1713	1221	1196	960	662	351	407	135	188	646	632	785	739	625	586	659	748	19	171	19	17	0	1	217	43	1659	1597	1920	1701	1575	62	75	136	15	972	382	50	621	167	364	1509	1914	2109	1843	1579	1550	1492	1127	7	1	3	3	0	3	4	3	243	253	114	2223	9795	1037	0	75	63	271
2016-08-28	1271	3888	5159	4914	10073	1498	1242	1075	993	584	264	314	165	142	643	588	582	609	567	537	555	640	16	157	16	27	2	6	246	67	1740	1602	1864	1782	1634	45	39	152	32	177	294	67	408	179	168	1484	1949	2044	2019	1450	1590	1572	1192	35	6	1	1	0	1	3	1	244	249	86	1658	9471	756	32	68	67	286
2016-09-28	1327	3728	5055	4966	10021	1459	1349	1142	829	617	261	347	143	143	638	548	531	566	598	637	535	547	13	67	13	19	0	9	202	71	1718	1630	1924	1792	1686	82	492	122	16	204	345	59	266	209	180	1555	2016	2009	1964	1726	1612	1696	1100	4	1	2	3	0	3	9	3	257	272	161	1824	10069	816	0	70	74	494
2016-10-28	1394	3839	5233	4923	10156	1911	1363	1203	959	654	264	347	157	119	669	603	618	592	599	572	669	537	50	125	50	9	6	16	164	56	1554	1559	1979	1742	1703	118	613	163	33	310	1092	109	473	245	192	1605	2131	2008	1996	1693	1672	1592	1190	104	4	5	1	0	1	12	0	289	302	197	2497	16108	1668	15	72	60	329
2016-11-28	1313	3956	5269	5197	10466	1679	1419	1218	1044	603	285	331	162	220	682	665	655	695	627	588	584	733	13	165	13	12	0	2	180	62	1556	1567	2083	1854	1685	142	879	85	19	731	1377	33	332	172	224	1622	1912	2026	1979	1691	1588	1632	1147	25	15	2	1	0	1	3	1	320	325	135	3251	19674	881	1	70	63	286
2016-12-28	1241	3964	5205	5199	10404	1414	1252	1215	1074	648	304	322	185	232	711	693	673	723	655	633	624	664	10	140	10	18	0	5	169	57	1561	1560	2035	1786	1688	151	886	53	8	281	933	48	439	174	239	1561	1913	2038	1945	1526	1687	1684	1102	10	2	2	2	0	2	2	0	325	329	204	2546	16454	1545	501	82	68	278
2017-01-28	1188	3987	5175	5062	10237	1452	1185	1093	991	682	278	343	152	165	636	615	608	633	580	573	572	557	7	136	7	11	0	15	146	102	1617	1472	1950	1872	1764	167	1078	70	32	304	1208	34	538	221	286	1541	1927	1979	1965	1620	1635	1631	1140	22	8	1	0	5	5	2	0	353	360	214	2994	18848	706	0	67	61	336
2017-02-28	1156	3959	5115	5195	10310	1258	1176	1082	879	611	245	331	150	151	619	650	612	654	566	594	549	709	10	236	10	28	45	7	158	52	1557	1439	1927	2006	1757	183	1024	117	27	379	1243	19	620	236	254	1526	2080	2094	1995	1748	1645	1689	1044	5	13	1	2	3	5	2	2	336	345	292	2766	19796	740	13	53	83	286
