monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	4706	8405	13111	10305	23416	4694	4370	3576	2225	953	529	562	751	233	854	899	1076	1457	678	695	892	1014	91	77	91	114	0	4	785	198	3123	3393	3425	3224	3139	217	2502	141	16	1088	1969	273	2515	497	448	3557	4071	4093	4021	2934	0	3321	2799	31	13	12	4	3	7	2	1	893	903	369	16584	74367	8072	13	237	107	486
2016-02-28	5074	8096	13170	12803	25973	5348	4830	3945	2999	977	464	629	830	114	825	1046	1279	1816	609	823	954	1508	154	195	154	69	0	7	856	162	3353	3585	5964	3402	3369	196	2925	116	12	1967	2255	656	2074	601	563	3640	4098	4018	3912	3255	3616	3504	2904	74	9	13	2	1	3	4	3	864	874	502	12314	63233	2228	13	165	118	561
2016-03-28	2790	9288	12078	12213	24291	4961	4752	4032	2990	1018	508	684	944	133	970	1101	1271	1702	830	879	1057	1221	28	414	28	88	0	3	1186	228	3473	3449	3552	3444	3202	288	4401	131	4	1343	1981	663	2125	501	609	3293	4040	3923	3703	3179	3232	3462	3057	37	18	7	4	2	6	4	0	688	698	578	9579	45918	2231	10	265	106	567
2016-04-28	2466	9119	11585	11850	23435	4759	4794	4519	3065	937	450	549	884	115	893	1061	1234	1656	717	834	1034	1352	30	171	30	66	0	15	945	307	3460	3608	3448	3306	3130	174	2162	151	6	1173	1591	510	1324	673	755	3145	3995	4093	4044	3608	3439	3518	2791	37	24	4	0	2	2	2	2	683	689	520	7740	37971	2145	46	198	109	528
2016-05-28	2869	8327	11196	11254	22450	4708	4825	4116	3250	1004	519	642	989	84	938	981	1124	1591	751	808	989	1280	30	141	30	71	2	11	1002	223	3288	3422	3556	3194	3123	272	1572	118	6	1803	2020	613	1993	638	550	3451	3757	3814	3764	3189	3126	3285	2981	28	9	5	2	0	2	2	0	721	725	763	6571	38322	2191	18	193	112	510
2016-06-28	2644	8109	10753	11035	21788	4552	4461	3982	2755	912	379	685	954	49	963	1009	1247	1733	789	756	954	1305	33	156	33	81	1	7	854	235	3236	3448	3352	3219	3229	208	1525	92	6	1310	1764	457	1560	553	667	3368	3893	3881	3840	3104	3349	3328	2604	17	5	6	5	1	6	3	0	714	723	444	5766	34293	2164	22	200	106	536
2016-07-28	3077	7558	10635	10790	21425	4699	5010	4091	2830	1003	495	682	977	61	1027	1047	1264	1690	875	917	1032	1287	78	238	78	73	1	5	1086	256	3148	3289	3353	3141	2940	132	652	186	12	1106	1290	577	1488	458	798	3350	3617	3739	3648	3089	3218	3030	2806	68	10	0	0	0	0	4	0	657	661	460	5318	27271	2531	20	193	117	566
2016-08-28	3256	7512	10768	10476	21244	4940	4875	4358	3037	882	394	627	1035	63	1017	1082	1356	1953	888	932	1101	1398	51	217	51	138	70	2	917	228	3261	3226	3363	3184	3277	140	1138	133	16	1198	1746	510	1658	661	815	3408	3755	3782	3826	3184	3289	3361	3014	23	11	4	1	0	1	3	2	639	645	554	4973	30765	2275	6	207	79	548
2016-09-28	3437	7514	10951	10503	21454	4594	4660	3942	2901	862	341	806	1184	68	944	982	1111	1727	834	858	897	1247	38	312	38	131	13	10	1086	260	3281	3365	3391	3254	3163	204	1156	142	34	1156	2790	431	1738	301	375	3279	3654	3717	3541	3267	3421	3191	2844	32	16	10	4	1	5	3	0	629	637	576	8131	37851	2184	15	182	76	552
2016-10-28	3372	7410	10782	11065	21847	5746	5055	4002	3286	968	374	615	1130	53	1031	1018	1247	1607	825	899	1009	1362	24	241	24	119	0	5	776	218	3071	3169	3266	3161	3109	228	931	125	14	1153	2561	513	1567	502	666	3425	3747	3629	3565	3017	3544	3303	2951	19	8	4	9	2	11	3	1	631	646	633	8893	48043	5093	4	235	96	544
2016-11-28	3608	7504	11112	10904	22016	5466	4786	4159	3074	1009	387	598	1087	71	941	1067	1331	1894	889	984	1082	1569	19	238	19	143	0	4	951	222	3380	3413	3450	3334	3259	176	643	110	78	1246	3351	692	1532	788	821	3565	3939	3868	3771	3099	3747	3345	3452	31	9	4	4	0	4	1	1	736	742	718	9941	55332	1957	46	218	104	554
2016-12-28	2946	7702	10648	10706	21354	4355	4614	3851	2883	1070	452	624	987	65	974	1056	1179	1822	778	906	1082	1517	36	271	36	218	0	5	830	221	3110	3242	3176	3071	3071	201	1502	125	3	1508	2815	397	1740	769	935	3403	3826	3826	3733	3162	3586	3466	3070	37	13	8	5	1	6	2	1	768	777	585	9303	48168	2467	12	208	85	531
2017-01-28	3117	7754	10871	9981	20852	4450	4539	3701	2756	1078	395	844	1195	102	978	1046	1171	1883	821	1003	1115	1611	32	318	32	125	0	10	849	198	3218	3284	3330	3144	3113	200	2126	157	11	1271	3184	730	2099	708	777	3337	3833	3877	3654	3129	3434	3284	3221	71	21	3	9	3	12	1	2	845	860	621	9875	55859	2270	35	193	75	519
2017-02-28	3414	7630	11044	10302	21346	4661	4606	3996	2938	872	283	711	1060	79	929	1057	1286	1808	842	956	1061	1547	35	389	35	170	7	13	898	273	3411	3411	3266	3170	3158	249	1859	130	10	2472	3032	660	2046	622	701	3374	3992	4120	3799	3327	3566	3335	2765	27	6	2	2	2	4	0	1	766	771	576	10358	53321	2035	9	242	64	492
2017-03-28	3112	7741	10853	10452	21305	5222	4912	4388	3246	1033	310	653	962	82	963	1232	1305	1963	877	1071	1176	1553	41	330	41	183	7	5	879	262	3137	3216	3102	2987	3012	369	1732	132	14	4334	2964	593	1987	761	845	3152	3650	3706	3596	3372	3036	3268	2914	17	2	11	4	0	4	3	0	692	699	538	10963	63182	2054	15	229	89	473
2017-04-28	3248	7150	10398	9448	19846	5077	4835	3883	2887	792	326	682	1011	76	782	999	1287	1834	786	914	1130	1496	21	312	21	178	1	3	879	289	3182	3113	3185	3131	2885	335	1814	88	5	1363	2895	706	2343	727	969	3265	3547	3531	3570	2996	3101	3301	2579	37	6	6	6	3	9	0	2	548	559	549	10650	55454	2898	19	226	104	471
2017-05-28	3305	7879	11184	10573	21757	5359	5027	4294	3176	750	290	606	935	81	878	1104	1278	1966	788	970	1085	1622	18	349	18	116	0	3	1007	303	3017	2970	2940	2935	2788	316	2040	136	17	1515	2956	681	2398	883	1364	3178	3545	3928	3368	2872	3065	3106	2777	21	10	5	1	0	1	1	1	621	624	748	9097	52652	2089	6	183	107	475
2017-06-28	2808	8138	10946	10589	21535	4624	4716	3846	2873	719	280	599	838	63	869	1132	1281	1771	809	978	1051	1468	30	401	30	114	14	1	942	266	2953	3084	3010	2907	2764	253	1701	91	17	1275	2488	623	1479	1062	1041	2951	3452	3463	3300	2962	3019	2980	2557	14	9	1	6	2	8	1	1	579	589	342	7873	45048	1880	2	247	105	476
