monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	4008	10555	14563	11309	25872	2628	1969	1368	954	2131	911	473	166	46	539	524	543	598	337	295	335	538	34	49	34	19	0	5	397	121	2835	2765	3198	2974	3206	71	1389	69	12	637	855	342	1214	126	1578	3095	2897	2595	2840	1380	941	2547	3126	52	6	1	33	17	50	7	6	333	396	1066	2050	18974	1852	133	105	73	465
2016-02-28	3982	8917	12899	12992	25891	2323	1989	1791	1358	2144	719	538	199	215	647	729	796	901	443	507	605	666	17	113	17	62	54	44	505	118	2383	2335	2710	2437	2572	48	1106	52	26	814	1205	316	472	202	239	2406	2343	2197	2015	1687	1811	1987	3375	53	10	9	18	20	38	7	6	302	353	2027	1721	12688	2294	214	80	69	421
2016-03-28	2910	9514	12424	12965	25389	2216	2735	1711	1323	1860	679	623	202	223	622	574	708	758	504	484	583	676	41	132	41	23	4	13	440	157	2745	3026	3708	3212	3618	64	1344	54	31	630	1219	306	530	154	145	3289	3220	3253	3026	2844	2733	2676	3159	74	9	11	17	17	34	7	2	264	307	1305	1693	13665	1532	3	62	71	415
2016-04-28	2759	9791	12550	12070	24620	2089	1792	1752	1391	1745	650	506	140	199	531	627	717	778	439	2153	538	579	21	68	21	16	0	0	421	121	2499	2628	3063	3019	2894	77	555	68	16	549	1427	251	335	267	249	2230	2398	2403	2269	2151	2205	2302	2674	17	5	11	10	11	21	4	2	206	233	652	1542	10673	1776	10	107	71	409
2016-05-28	3131	9645	12776	12020	24796	2345	2142	1628	1184	1675	620	679	197	200	485	565	683	884	395	424	477	632	57	119	57	9	2	2	447	132	2543	2597	3031	2834	3103	41	567	140	9	646	1697	260	507	228	256	2839	2947	2892	2832	2513	2707	2424	3152	4	3	12	26	9	35	14	4	321	374	409	2047	14220	1410	3	130	65	365
2016-06-28	3032	9510	12542	12115	24657	2106	1740	1521	1710	1712	554	514	158	181	564	668	635	770	430	506	486	578	45	81	45	20	0	9	453	129	2090	2081	2154	2085	1949	98	387	86	5	488	1179	327	507	102	371	2968	2785	2878	2890	2623	2647	2538	2860	15	1	3	9	8	17	7	1	296	321	358	1684	12506	1558	3	113	60	364
2016-07-28	3006	9632	12638	12027	24665	2375	2001	1734	1429	1731	638	584	181	224	590	679	721	806	493	573	636	692	42	104	42	118	107	116	568	103	2221	2211	2244	2105	2017	137	293	103	67	866	1070	452	539	370	374	3030	2950	2853	2875	2656	2832	2368	3016	13	17	4	18	6	24	14	0	258	296	321	1617	10908	1856	90	109	69	367
2016-08-28	3403	9505	12908	11864	24772	2563	1983	1821	1303	1838	617	479	227	97	542	618	688	794	420	476	594	685	51	106	51	10	11	1	541	115	2844	2425	2721	2556	2575	35	274	30	3	727	2113	335	476	81	879	3266	3227	3123	3195	2883	3281	2665	2886	104	6	7	16	5	21	11	17	256	305	445	1751	12036	1219	64	111	79	400
2016-09-28	3215	9307	12522	12276	24798	2235	2409	1920	1346	1854	700	460	233	126	517	601	710	927	445	502	620	748	53	112	53	49	0	3	464	141	2888	2967	3180	2812	2995	51	182	33	4	1244	1125	314	654	148	483	3067	3034	3019	3040	2721	3215	2556	3042	67	3	10	30	12	42	7	4	213	266	441	1530	10393	1210	19	71	77	357
2016-10-28	3112	9576	12688	11863	24551	2793	2160	2041	1574	2051	610	532	222	205	438	573	780	903	384	482	669	789	21	209	21	131	83	86	585	287	2917	2949	3388	3218	3310	69	165	73	55	470	1928	416	634	300	297	3208	3286	3108	3017	2727	2934	2574	3076	11	10	9	22	10	32	9	7	269	317	432	1786	16682	1212	55	102	81	392
