monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	6471	16932	23403	15528	38931	3645	3220	2226	1665	1744	137	581	351	165	533	446	670	892	438	398	581	710	48	1094	48	86	3	18	601	136	2399	2322	2172	2014	1797	95	893	265	56	1146	1538	288	1412	237	378	1928	2296	2119	2045	1416	1490	1500	3006	60	6	0	7	4	11	3	2	881	897	1046	6362	36720	2346	12	179	145	486
2016-02-28	6724	15579	22303	21847	44150	3089	2627	2239	1889	1571	145	634	347	162	555	508	722	1098	496	412	565	933	10	416	10	96	1	0	694	258	2482	2347	2255	2002	1944	110	849	429	61	1312	1822	583	1298	158	309	5570	2251	2208	2207	3081	1660	1488	2961	16	9	1	6	3	9	7	13	870	899	704	5930	34813	2699	10	174	131	577
2016-03-28	4088	18056	22144	19535	41679	5923	2608	2258	1817	1971	154	731	518	173	606	604	687	1133	512	485	522	1036	38	379	38	83	0	10	558	150	2441	2235	2121	1885	1770	84	752	438	130	1153	1524	619	1354	191	287	1915	2380	2343	2245	1644	1717	1602	3393	24	5	7	16	3	19	5	19	712	755	767	5256	33209	2541	1	209	121	570
2016-04-28	3416	17489	20905	19860	40765	3488	3225	2433	2312	2055	190	791	485	191	754	740	929	1225	1004	683	783	1018	29	397	29	75	4	12	592	103	2441	2343	2103	1894	1758	93	485	425	245	1104	1398	756	1143	323	516	1972	2374	2330	2145	1829	1733	1590	3589	13	11	3	7	2	9	7	1	565	582	683	5240	33555	2356	37	123	130	591
2016-05-28	3894	15584	19478	19174	38652	3050	2694	2338	2019	2141	200	815	526	259	711	768	982	1390	721	686	862	1279	74	401	74	83	3	7	648	180	2546	2452	2331	2166	1961	102	405	403	50	1708	1585	685	1370	362	311	2136	2615	2639	2372	1961	2144	1863	4267	46	1	0	11	1	12	8	0	725	745	729	5771	34324	2017	85	159	132	585
2016-06-28	3587	16808	20395	19141	39536	2760	2620	2274	2119	1962	164	842	618	271	715	779	1094	1453	652	709	947	1185	65	397	65	71	5	9	786	179	2495	2344	2254	1974	1927	57	98	385	44	1123	1315	629	1334	514	635	2146	2290	2397	2160	1868	2028	1649	3952	11	1	1	5	3	8	4	1	657	670	467	4355	30228	2457	0	104	130	569
2016-07-28	5100	14042	19142	18334	37476	2679	2649	2224	2093	2231	187	877	515	239	779	732	1011	1408	657	698	895	1300	26	366	26	86	0	10	638	139	2636	2514	2402	2178	2025	82	37	214	141	983	1151	610	1246	352	396	2310	2613	2653	2381	2000	2021	1944	4327	4	9	2	5	2	7	1	1	645	654	522	3600	26268	2314	100	129	134	573
2016-08-28	5089	14763	19852	18155	38007	2958	3137	2470	2317	2216	241	934	609	104	1355	876	1191	1508	1012	866	1128	1395	77	448	77	91	0	9	720	150	2543	2461	2381	2158	1985	170	21	361	49	946	1273	686	1235	572	585	2380	2698	2634	2506	2083	2274	1902	4347	9	7	2	6	4	10	5	0	665	680	730	3166	28205	2248	19	88	110	554
2016-09-28	5618	14338	19956	17954	37910	2926	2971	2616	2270	2052	158	866	482	184	812	854	1077	1514	692	776	993	1414	38	401	38	89	14	11	693	166	2464	2355	2260	2022	1869	173	40	303	50	932	1410	677	1042	387	369	2116	2795	2682	2459	2154	1976	1825	4040	48	10	3	8	4	12	3	1	624	640	542	4689	26803	2221	3	110	102	556
2016-10-28	4596	15286	19882	18325	38207	3144	3142	2678	2348	2077	186	855	663	263	734	763	1188	1750	676	726	1073	1507	91	478	91	88	0	16	735	170	2659	2447	2331	2190	2037	172	382	222	37	1286	2691	664	1459	663	311	2492	2941	2852	2763	2307	2218	1978	4474	26	8	7	4	3	7	4	1	660	672	727	8493	48151	2146	15	102	108	620
