monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	1686	2493	4179	963	5142	1028	911	735	524	520	146	198	150	111	319	263	282	326	295	236	300	281	13	15	13	40	1	7	351	83	1206	1052	1144	1212	1324	63	810	78	6	457	717	146	235	271	117	1385	1620	1458	1537	1193	1048	1409	1187	24	5	1	8	3	11	4	2	430	447	415	1983	12459	414	22	34	49	235
2016-02-28	1703	2368	4071	3774	7845	800	758	645	384	511	192	174	101	75	240	202	239	325	190	191	195	255	14	38	14	48	0	4	264	41	1111	1233	1117	1149	1268	74	839	90	14	307	850	231	403	207	223	1370	1568	1720	1433	1284	1560	1525	1092	26	4	1	5	2	7	2	0	405	414	457	1829	9654	525	1	40	46	188
2016-03-28	1148	3130	4278	3222	7500	691	674	567	391	520	180	172	80	80	221	191	226	254	196	165	187	251	20	48	20	24	0	1	198	31	1150	1160	1155	1177	1303	93	659	105	8	773	625	201	306	253	167	1342	1452	1525	1594	1273	1564	1515	1147	25	13	7	11	2	13	1	0	269	283	102	1615	8731	632	1	43	42	219
2016-04-28	1216	3232	4448	3033	7481	705	687	562	439	511	156	190	55	100	224	208	265	339	227	187	234	302	7	45	7	27	0	3	245	36	1249	1263	1233	1168	1365	111	672	107	10	209	822	196	303	248	236	1347	1502	1602	1639	1495	1719	1552	1144	12	1	1	9	3	12	7	1	287	307	170	1583	10010	424	0	43	47	174
2016-05-28	1241	3238	4479	3056	7535	692	559	516	360	510	219	81	13	67	136	131	178	260	118	110	157	250	9	39	9	47	0	0	277	42	1049	1091	1269	1104	1151	49	1112	101	13	625	935	269	168	75	113	1277	1391	1480	1526	1559	1661	1441	1243	21	5	3	18	4	22	7	2	310	341	232	1973	10900	477	1	37	38	224
2016-06-28	1154	3124	4278	3156	7434	606	606	433	319	512	153	116	51	56	132	140	179	259	130	132	167	256	7	33	7	26	0	2	288	51	1031	1141	1231	1194	1138	67	182	84	6	337	767	169	281	124	80	1226	1476	1385	1526	1530	1724	1371	1123	30	5	3	5	1	6	7	0	257	270	155	1170	8501	282	0	52	33	192
2016-07-28	1198	2918	4116	3200	7316	538	621	553	355	540	155	144	142	75	207	151	189	269	147	144	162	225	12	43	12	34	1	6	249	40	997	1074	1211	1159	1125	52	654	28	3	371	759	156	203	89	109	1162	1334	1427	1348	1392	1868	1365	1228	18	8	2	18	4	22	3	1	261	287	219	941	7468	486	0	49	38	191
2016-08-28	1327	3035	4362	3110	7472	944	733	513	356	563	150	188	119	70	174	168	213	260	166	143	192	234	5	73	5	51	0	1	277	44	1187	1117	1405	1361	1305	41	730	108	9	150	707	185	166	77	97	1334	1409	1481	1564	1483	1768	1379	1230	16	6	2	16	2	18	10	3	313	344	254	1144	6774	595	0	46	46	193
2016-09-28	1386	3010	4396	3250	7646	777	708	595	392	522	160	181	117	76	159	163	202	293	144	149	171	251	10	80	10	44	0	1	327	46	1120	1126	1297	1193	1212	62	499	84	1	273	623	218	181	103	108	1268	1410	1453	1490	1495	1745	1448	1247	103	6	11	13	1	14	6	0	278	298	174	1134	6950	481	0	50	42	179
2016-10-28	1309	3048	4357	3159	7516	647	706	593	452	526	171	185	114	86	192	174	209	374	145	142	187	298	15	78	15	40	0	3	300	47	1147	1158	1375	1204	1328	74	419	90	3	455	1170	155	251	122	139	1451	1517	1523	1518	1580	1803	1520	1235	20	6	8	13	0	13	9	4	318	344	264	1677	11052	542	0	37	39	205
2016-11-28	1279	2901	4180	3267	7447	676	641	600	462	568	143	160	184	66	147	173	197	327	132	143	179	303	6	84	6	35	0	1	326	45	1862	1249	1382	1357	1428	75	846	89	9	394	1542	139	264	102	128	1536	1642	1631	1615	1609	1806	1465	1332	29	14	10	9	0	9	6	3	340	358	222	2444	16225	403	0	40	39	196
2016-12-28	1032	2990	4022	3151	7173	603	613	545	372	519	185	150	121	79	153	138	187	352	133	120	179	287	9	87	9	40	0	7	284	59	1288	1268	1340	1270	1318	68	917	75	12	490	1312	175	279	129	130	1262	1399	1605	1581	1544	1952	1426	1242	21	14	6	14	0	14	7	2	395	418	202	1787	12920	430	0	27	39	174
2017-01-28	1111	2874	3985	2923	6908	574	637	530	394	578	151	159	172	68	145	128	224	313	135	124	197	277	11	113	11	38	0	0	322	53	1314	1265	1221	1267	1316	74	893	86	12	339	1443	308	363	102	108	1581	1636	1531	1739	1697	1772	1638	1268	7	1	3	6	4	10	3	0	479	492	252	2411	14962	329	0	35	34	184
2017-02-28	1205	2789	3994	3004	6998	550	635	552	417	486	137	168	161	62	130	145	225	376	125	143	200	331	9	125	9	42	0	1	269	48	1152	1310	1232	1166	1234	89	872	93	20	395	1455	235	423	117	100	1449	1629	1761	1641	1656	1973	1580	1143	11	6	4	2	3	5	3	2	362	372	283	2488	15300	346	0	55	32	191
2017-03-28	1103	2874	3977	2950	6927	681	694	612	437	488	130	165	138	70	167	163	243	387	154	142	224	372	4	167	4	49	0	6	296	40	1416	1232	1214	1203	1170	119	918	83	16	426	1800	322	324	114	123	1344	1485	1685	1868	2157	1847	1575	1137	14	15	2	5	0	5	4	0	358	367	215	2950	17287	440	0	28	37	200
2017-04-28	1349	2684	4033	3024	7057	661	737	620	466	485	144	200	301	88	158	149	246	448	145	128	211	427	5	173	5	46	0	1	279	49	1310	1348	1243	1311	1264	163	905	97	33	417	1763	229	334	282	212	1557	1547	1583	1829	1734	1917	1671	1203	10	13	5	5	2	7	7	0	294	308	307	2468	15952	407	0	30	42	217
