monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	2169	4092	6261	4753	11014	1287	1392	583	370	350	103	238	298	41	153	90	77	211	64	59	51	88	12	19	12	1	6	0	165	56	653	634	638	615	739	34	376	1	10	124	290	52	641	23	49	710	796	860	872	623	683	789	941	20	3	4	0	1	1	1	0	312	314	144	1573	8795	2419	288	78	29	327
2016-02-28	2483	4161	6644	6175	12819	1000	794	646	427	322	103	144	324	9	122	104	110	212	106	75	76	117	28	3	28	11	0	3	166	74	676	701	797	701	738	44	286	16	6	186	280	39	659	54	42	781	937	919	917	731	765	811	1117	201	4	0	0	0	0	0	0	326	326	114	1436	8077	1465	16	100	42	336
2016-03-28	1209	4305	5514	5731	11245	1342	1018	530	321	330	78	187	432	8	84	70	94	151	17	41	116	173	2	13	2	7	0	2	172	84	705	768	808	710	718	60	323	121	4	100	229	104	212	179	117	806	797	871	876	778	681	705	999	121	15	12	39	1	40	1	6	207	254	258	1790	7017	516	941	189	118	160
2016-04-28	1292	4395	5687	5825	11512	1038	827	693	403	334	80	161	313	59	79	83	129	246	81	74	116	198	17	7	17	1	5	0	212	81	750	812	798	783	825	160	955	13	0	49	188	31	228	43	126	771	848	921	920	769	789	784	1278	55	5	0	0	0	0	1	0	246	247	442	3212	10525	1169	121	38	60	321
2016-05-28	1427	3987	5414	5813	11227	936	592	632	486	573	114	221	528	53	84	101	121	230	77	92	105	182	21	20	21	13	14	17	219	86	786	812	753	768	744	70	639	16	35	171	857	118	270	94	175	855	942	979	1099	791	878	805	1373	43	1	0	0	0	0	0	0	246	246	308	1347	7988	1193	225	144	46	339
2016-06-28	1298	4136	5434	5333	10767	901	1040	685	519	385	93	242	480	6	77	121	119	215	66	150	119	217	11	19	11	21	0	1	216	73	864	830	827	742	830	15	2	65	5	188	435	136	561	109	67	874	973	995	1237	863	906	894	1424	36	12	2	0	0	0	0	1	233	234	292	2059	7437	563	9	52	64	307
2016-07-28	1561	3749	5310	5263	10573	1124	992	770	610	369	62	313	580	22	124	148	181	285	121	126	155	248	12	3	12	30	0	0	240	108	743	858	713	750	728	15	14	69	0	214	217	92	437	18	23	769	824	930	856	842	809	836	1372	1	2	0	1	7	8	0	0	244	252	321	1641	8430	469	0	10	31	212
2016-08-28	1776	3537	5313	5248	10561	1613	1109	897	706	326	61	284	640	11	243	216	227	380	208	203	196	288	29	11	29	6	0	0	199	65	861	865	935	920	857	33	268	25	0	387	558	164	552	115	112	913	957	995	963	896	999	1045	1356	3	4	0	1	1	2	1	0	246	249	322	2897	12273	426	44	46	30	300
2016-09-28	1887	3329	5216	5423	10639	7318	2058	2177	778	399	91	341	637	8	195	238	203	419	166	218	181	409	2	0	2	19	3	4	180	67	948	906	989	864	1023	66	233	72	21	300	476	128	519	84	120	1034	1043	1118	1119	1006	1074	1086	1355	23	5	1	1	0	1	0	1	254	256	349	3595	15057	580	0	41	44	382
2016-10-28	1745	3540	5285	5494	10779	989	991	824	661	346	58	331	668	32	130	164	225	451	152	123	182	370	76	7	76	19	0	0	184	64	978	971	1026	971	1014	43	273	55	6	358	1511	185	853	124	144	1051	1062	1108	1113	1130	1163	1037	1429	26	6	1	1	0	1	1	7	268	277	347	4275	22151	536	40	64	34	280
