monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	3549	8406	11955	7532	19487	3777	2759	2557	1535	1271	519	523	184	51	678	585	502	701	384	352	310	603	84	111	84	16	5	6	854	500	1966	2526	2768	2687	4533	57	739	176	91	488	1375	335	953	203	95	1979	1903	1798	1806	1922	1414	1870	1649	51	22	1	4	5	9	12	18	549	588	484	6378	43921	3002	7	233	115	281
2016-02-28	3753	8270	12023	10571	22594	2987	2523	2116	1636	951	301	417	172	58	719	518	555	676	511	297	462	545	16	20	16	27	2	9	808	85	1835	2014	1739	2077	3235	96	505	163	55	719	1491	321	1239	197	200	1266	1430	1381	1450	1364	1145	1096	1560	46	16	3	6	4	10	1	0	575	586	489	4073	33940	1880	88	257	142	273
2016-03-28	2214	9828	12042	10653	22695	3268	3522	2509	2248	1243	456	613	390	111	671	588	662	831	538	375	460	627	53	109	53	25	0	20	744	179	2374	2463	2491	2247	4302	101	738	185	42	713	1837	471	920	441	647	2264	2544	2552	2518	2516	3034	2197	2156	65	16	8	8	5	13	1	1	529	544	625	5068	34479	2152	38	298	116	298
2016-04-28	2243	9947	12190	11079	23269	3228	3047	2578	2398	1143	333	606	368	175	792	610	709	857	565	491	583	812	32	72	32	24	0	2	891	102	2432	2682	3365	2416	2901	95	1032	145	25	641	1676	404	998	141	176	1746	2056	2105	2167	2293	2679	1708	1932	60	34	3	10	2	12	3	0	485	500	1091	5214	32105	1678	8	228	131	335
2016-05-28	2530	8782	11312	10411	21723	4109	3064	2816	2212	1268	446	593	467	197	616	553	607	758	660	435	511	549	122	46	122	134	107	100	987	134	2105	2525	2590	2681	3136	56	579	155	22	828	1534	363	995	293	439	1994	2040	2131	2101	2283	2632	1753	2277	20	19	3	11	4	15	1	0	487	503	947	4699	28590	1855	0	246	113	257
2016-06-28	2318	9011	11329	10571	21900	2926	3039	2678	1858	1151	370	611	287	130	651	563	759	777	594	457	653	564	18	51	18	11	0	4	794	153	2269	2491	3046	2388	2880	27	143	110	24	752	956	411	1030	250	167	2169	2227	2179	2251	2512	2838	1914	1997	26	2	2	11	4	15	3	2	443	463	181	3062	19708	2063	1	241	116	242
2016-07-28	2729	8066	10795	10129	20924	2993	2968	2939	2412	1441	460	662	436	118	1048	667	836	954	693	622	642	797	10	153	10	53	5	3	877	137	2372	2547	2711	2139	2595	42	191	113	22	852	731	512	869	256	249	2099	2182	2264	2189	2568	2754	1964	2392	62	15	6	9	2	11	8	2	474	495	378	2461	15721	2149	25	277	132	308
2016-08-28	2908	7596	10504	9578	20082	3721	3183	2966	2282	1319	487	575	408	124	925	745	909	999	772	582	694	802	15	80	15	22	11	41	996	142	2349	2637	3192	2582	2778	116	671	166	44	570	1144	423	1188	298	404	1845	1986	1961	2005	1872	1993	1730	2074	33	20	4	11	3	14	6	1	430	451	468	3261	17681	1534	25	243	108	312
2016-09-28	2941	7282	10223	9912	20135	3070	3136	2786	2290	1256	519	749	497	128	895	729	944	917	690	576	703	706	16	45	16	30	8	14	740	158	2696	2443	2670	2587	2182	62	892	182	55	649	1087	334	956	351	192	1860	2023	2108	2095	1952	1876	1553	2218	75	14	9	8	2	10	4	5	436	455	702	3464	20754	1705	7	231	115	266
2016-10-28	2967	7737	10704	10230	20934	3939	3447	3106	2403	1489	389	736	423	168	838	669	986	1021	647	701	790	897	10	146	10	25	0	2	840	190	2527	2823	3357	2857	3233	121	986	183	18	810	2034	453	1192	333	246	1889	2059	2080	2085	1906	1982	1822	2392	28	13	10	11	5	16	4	3	438	461	649	4864	37766	1615	186	209	128	336
