monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	3094	7914	11008	5798	16806	2953	2770	2857	1734	662	98	515	463	46	560	526	663	856	374	652	520	583	35	108	35	46	0	6	933	211	2646	2353	2492	2368	2376	90	545	383	31	787	2382	430	1100	186	205	1945	2258	2375	2288	1847	2066	1994	1688	15	4	1	9	2	11	5	1	602	619	345	6476	32314	2703	116	168	111	1515
2016-02-28	3276	7752	11028	7339	18367	2150	2252	2629	1798	599	87	321	390	73	505	646	875	952	454	565	666	799	24	213	24	59	27	33	839	224	2197	2191	2093	2066	1954	54	525	391	10	771	2077	418	974	144	232	1993	2490	2543	2547	2109	2577	2140	1536	23	17	2	13	14	27	12	0	563	602	499	3983	19789	7525	13	162	105	330
2016-03-28	2746	8590	11336	7194	18530	3001	2977	3146	2131	722	100	470	529	73	532	567	768	1111	596	529	751	945	9	168	9	61	0	2	739	269	2530	2650	2546	2316	2233	52	551	426	25	765	1827	596	756	154	202	2423	2834	2862	2903	2537	2939	2524	1876	21	20	22	5	1	6	1	7	507	521	616	3778	24780	1704	206	294	111	584
2016-04-28	2064	7780	9844	8692	18536	4024	3246	3102	2546	589	107	442	496	106	713	679	921	1174	627	655	833	1097	91	432	91	104	13	6	946	319	2511	2433	2404	2326	2247	165	997	502	20	770	2141	704	887	357	546	2112	2495	2622	2786	2260	2737	2354	1811	69	23	3	8	2	10	6	0	482	498	499	13257	35706	2014	150	171	109	325
2016-05-28	2828	8094	10922	11762	22684	3305	2985	2851	2079	765	154	356	502	187	636	599	806	1043	581	570	692	948	27	431	27	80	5	24	852	301	2447	2466	2577	2433	2377	66	1557	435	26	915	1977	695	1021	380	356	2267	2538	2583	2703	2342	2578	2304	2155	34	18	3	11	3	14	6	1	442	463	358	11954	35080	2191	200	303	99	1792
2016-06-28	2718	7725	10443	9147	19590	3279	3088	2955	1849	752	145	426	660	203	646	570	730	930	685	581	684	848	32	432	32	94	17	3	827	291	2345	2490	2630	2563	2340	59	399	447	30	758	2243	426	1075	304	594	2288	2618	2639	2751	2514	2675	2320	2125	74	24	4	2	1	3	1	0	487	491	289	11281	31594	1868	171	264	107	1918
2016-07-28	2439	7460	9899	9102	19001	2695	3034	3349	2375	741	126	434	615	229	621	844	1051	1387	590	807	974	1261	14	240	14	291	0	12	941	227	2290	2392	2619	2347	2178	41	127	329	16	1061	1233	456	1027	468	738	2163	2459	2572	2621	2263	2934	2311	2182	38	10	8	4	4	8	1	1	488	498	467	9937	30861	2161	12	144	103	2257
2016-08-28	2925	7580	10505	8630	19135	2685	2865	2855	2161	756	101	399	583	121	638	634	1025	1286	633	630	885	1062	3	392	3	78	0	38	797	270	2301	2236	2822	2425	2400	102	501	454	19	1455	2052	482	1231	311	507	4169	2480	2594	2669	2749	2821	2235	2096	29	25	0	8	1	9	1	1	507	518	855	9785	31545	1659	590	162	95	2084
2016-09-28	3197	7799	10996	9387	20383	3647	3796	3277	2921	661	86	423	661	265	724	867	1239	1553	733	818	1081	1374	13	420	13	124	9	29	939	312	2332	2362	2867	2541	2488	62	532	357	29	1256	1991	604	1499	394	670	2398	2619	2662	2664	2468	2783	2493	2026	24	15	3	8	1	9	3	0	468	480	305	10825	32714	2011	323	140	105	2252
2016-10-28	3178	7900	11078	9598	20676	3920	3829	3266	2777	687	99	460	670	392	790	846	1214	1509	660	844	1119	1437	20	595	20	93	0	34	1014	240	2460	2375	2937	2718	2593	79	408	280	38	549	1980	674	773	496	800	2627	2864	2854	2716	2613	2886	2498	2202	42	13	4	3	1	4	4	2	481	491	408	10728	37421	2384	304	173	215	2348
2016-11-28	2869	7898	10767	9727	20494	3248	3757	3800	2710	750	77	440	696	128	1222	1013	1242	1654	1040	858	999	1439	130	201	130	70	1	4	1461	278	2534	2359	2990	2876	2665	82	714	331	25	1623	3088	842	817	359	636	2787	3020	2981	2880	2908	3122	2687	2096	48	13	7	9	1	10	1	1	551	563	1058	13028	54014	1688	315	399	97	2116
