monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	3007	8152	11159	5847	17006	1824	1521	1505	860	499	227	401	191	94	370	261	308	414	302	203	291	323	41	107	41	18	0	2	349	133	3066	2950	2930	2700	2754	24	563	43	6	580	1252	197	705	110	114	2834	3203	3199	3332	2240	2762	2721	1182	22	20	4	3	2	5	17	1	642	665	269	3545	19158	1015	0	120	131	254
2016-02-28	3026	8321	11347	8744	20091	2221	1807	1563	1278	549	221	446	311	127	548	1735	440	614	505	347	377	452	26	96	26	140	0	4	396	89	3200	3281	2960	2783	2892	41	1033	89	10	985	1162	391	988	177	289	2779	3140	3258	3258	2919	3474	2782	1326	25	6	4	3	0	3	7	4	625	639	280	2811	15516	1363	5	112	106	231
2016-03-28	2037	9896	11933	8488	20421	2444	1968	1769	1339	677	259	706	495	287	655	442	604	657	602	391	386	565	54	202	54	21	0	15	433	116	3071	3066	2842	2717	2686	63	1131	111	12	586	1437	695	1019	259	191	2187	3077	3410	3332	3042	3104	2930	1885	60	15	5	12	3	15	10	4	523	552	208	3336	17364	1239	5	107	106	287
2016-04-28	1958	9500	11458	8566	20024	22817	1979	1719	1412	678	322	622	509	167	550	449	537	722	520	397	485	541	19	93	19	59	0	4	390	141	3129	3399	3001	2743	2861	43	2216	55	6	540	1882	512	1050	332	223	2693	3145	3145	3193	3134	3322	2907	1937	30	22	7	8	3	11	8	0	474	493	293	2890	16739	1399	0	159	146	291
2016-05-28	2107	9388	11495	8742	20237	2781	2456	1984	1612	832	343	686	562	185	713	601	704	918	802	696	646	690	31	53	31	16	0	6	479	264	3058	3016	2982	2648	2734	38	1144	92	6	722	2046	510	968	878	632	3100	3286	3347	3362	3132	3554	3095	2188	36	10	5	4	3	7	8	0	520	535	289	4212	19499	1288	5	165	138	264
2016-06-28	1620	8492	10112	6988	17100	1855	1759	1510	1166	691	248	619	498	447	527	482	546	653	461	433	473	490	49	31	49	49	0	11	344	163	2533	2712	2578	2389	2360	28	327	85	3	640	1289	474	929	733	622	2846	3014	2982	2996	2702	2799	2546	2024	68	22	4	5	2	7	8	1	473	489	197	2459	13139	1055	0	123	118	181
2016-07-28	1896	8757	10653	8143	18796	2959	1986	1804	1420	845	337	746	704	364	720	477	521	740	628	471	507	643	45	38	45	17	0	4	388	98	3180	3210	3426	3031	2854	42	329	67	5	688	1007	553	1115	835	659	3176	3510	3370	3311	3446	3464	2948	2299	31	19	5	8	1	9	10	0	477	496	443	2661	12293	1198	0	254	142	236
2016-08-28	2228	8225	10453	7710	18163	2622	2207	1977	1644	757	358	759	708	536	968	746	776	855	846	655	688	739	65	18	65	33	0	2	360	95	3003	3083	3252	2968	3008	84	168	84	15	867	1460	559	926	491	243	3022	3249	3311	3272	2915	3617	3139	2248	28	21	4	9	3	12	15	1	526	554	430	2989	14010	1245	0	96	112	241
2016-09-28	2267	8022	10289	8348	18637	2127	2029	1856	1499	800	379	866	679	586	872	751	830	803	811	712	726	753	9	18	9	25	0	4	384	105	2694	2624	2826	2501	2373	64	398	65	14	1005	1714	536	861	988	719	2684	2943	2884	2791	2604	3006	2550	2416	50	26	5	8	2	10	5	2	461	478	361	3041	14980	1236	6	131	140	257
2016-10-28	2318	7791	10109	7109	17218	2519	2243	1895	1652	730	309	656	688	389	801	691	746	909	722	672	735	844	29	10	29	33	0	4	338	124	2787	2754	2916	2572	2522	52	525	93	22	1016	1989	725	933	971	634	2701	3181	3059	3025	2821	2978	2872	2489	23	116	1	8	0	8	11	0	515	534	484	3934	17453	1302	0	131	150	267
