monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	2165	3655	5820	3557	9377	1226	1077	845	466	665	112	290	229	23	217	167	158	203	105	96	136	165	11	27	11	18	0	1	333	165	746	761	1145	947	1048	118	868	77	3	435	620	236	605	38	67	1212	1300	1362	1295	869	749	1279	1232	7	1	3	9	5	14	0	0	428	442	375	4843	24603	760	32	65	70	317
2016-02-28	1802	3267	5069	4118	9187	1218	1014	824	587	518	97	209	176	8	225	232	202	245	169	141	166	180	7	50	7	26	0	0	284	55	705	728	953	761	826	45	668	62	34	493	1017	240	640	29	136	918	1015	1020	901	776	905	874	1048	8	1	4	1	1	2	5	2	368	377	353	4086	18413	602	34	74	67	368
2016-03-28	1291	4464	5755	4730	10485	1509	1154	961	649	643	117	283	202	42	418	263	319	337	266	200	277	268	16	39	16	45	0	0	342	48	812	794	1185	912	971	65	672	82	36	697	1092	203	1004	22	91	1103	1127	1055	1076	877	1059	1024	1165	96	2	1	3	1	4	2	0	341	347	270	4090	20730	776	1	97	68	276
2016-04-28	1203	4193	5396	4729	10125	1092	1086	874	605	534	98	319	257	32	402	289	286	309	277	185	224	219	13	21	13	9	1	9	218	50	850	810	1107	982	909	96	394	67	31	563	1045	231	904	23	66	1106	1181	1186	1184	1038	1193	1157	1200	9	2	1	2	1	3	3	0	319	325	250	3754	18464	1055	108	87	61	367
2016-05-28	1443	4140	5583	4648	10231	1459	1224	996	723	566	115	306	249	25	395	319	340	329	267	239	308	322	5	43	5	14	0	5	235	81	817	852	1220	929	843	50	407	71	26	761	1420	370	792	80	57	1206	1310	1367	1327	1203	1449	1230	1125	1	0	7	7	2	9	3	2	299	313	219	4463	20147	645	0	135	108	428
2016-06-28	1215	3772	4987	4074	9061	1181	1071	873	592	429	92	312	251	13	330	273	291	277	204	210	203	199	8	28	8	20	0	3	345	88	710	760	1085	815	827	114	472	57	11	491	1041	340	496	31	62	1014	1046	1015	1168	1154	1190	1086	998	21	9	0	5	1	6	3	8	262	279	286	2739	16306	1118	35	77	92	356
2016-07-28	1360	3723	5083	3890	8973	1044	1241	928	646	554	93	319	317	37	359	283	272	239	274	193	259	244	26	11	26	13	0	5	325	54	746	778	947	819	745	16	406	20	2	468	1066	815	186	171	226	1023	1589	1014	1034	1060	1209	970	1041	4	1	6	9	1	10	6	2	286	304	279	3135	12926	1641	81	76	81	328
2016-08-28	1448	3698	5146	4096	9242	1229	1133	942	669	581	124	322	319	58	368	297	275	331	293	233	286	264	3	14	3	15	0	1	320	73	741	791	1017	925	917	45	616	63	23	496	1201	408	796	113	199	1075	1142	1123	1100	921	1023	844	1205	6	5	6	4	4	8	2	3	331	344	361	3066	15296	856	24	71	82	483
2016-09-28	1539	3719	5258	4026	9284	1622	1231	939	680	601	89	299	283	29	385	304	382	272	295	284	286	196	3	28	3	17	0	0	332	36	774	823	1050	941	878	67	646	50	56	546	1335	464	462	158	305	1462	1532	1440	1404	1045	891	822	1233	4	0	4	8	3	11	5	5	282	303	300	3914	17485	994	19	61	82	370
2016-10-28	1463	3584	5047	3945	8992	1330	1145	931	658	714	104	414	319	16	378	296	331	297	314	237	300	256	0	123	0	20	3	0	286	74	823	874	1103	1069	1113	63	613	62	1	579	1461	384	801	132	92	1095	1092	1038	982	941	865	818	1255	6	1	10	14	2	16	5	1	309	331	340	4254	21517	1104	21	57	84	283
