monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	3019	5170	8189	6090	14279	2389	2170	2001	1375	659	129	568	511	238	684	382	568	615	376	189	382	574	78	61	78	260	224	187	708	81	1387	1375	1497	1384	1433	101	920	68	5	482	2132	682	845	190	598	1878	2166	2176	2505	1801	2148	2053	1809	22	3	1	2	1	3	1	2	544	550	582	6050	36562	1673	53	186	76	308
2016-02-28	3011	4505	7516	7548	15064	2343	2121	2044	1503	694	141	537	477	196	618	504	573	711	561	451	479	579	39	92	39	177	146	158	692	124	1602	1527	1577	1561	1474	65	1051	81	2	621	1838	469	1056	369	329	1985	2220	2190	2264	2049	2868	1912	1994	18	3	1	2	1	3	5	0	573	581	682	4225	28725	970	6	145	83	260
2016-03-28	1728	6027	7755	7456	15211	2260	2305	1797	1539	657	140	560	556	236	456	394	548	864	469	339	439	709	12	150	12	52	1	3	481	123	1905	1884	1813	1833	1717	106	1048	99	7	639	1531	789	1209	415	376	1643	1974	2023	2138	1839	2514	1776	1980	30	10	0	4	1	5	1	2	413	421	602	3869	25375	1784	32	167	103	306
2016-04-28	1613	5812	7425	7291	14716	1933	2066	1817	1340	593	108	619	565	240	483	377	466	675	454	302	425	554	10	170	10	44	1	16	428	118	1909	1982	1995	1818	1717	103	1220	96	25	676	999	666	816	352	475	1423	1984	2019	1998	1827	2504	2116	1961	22	9	3	4	1	5	4	0	360	369	730	2668	17089	1048	7	127	78	307
2016-05-28	1788	5764	7552	6759	14311	2241	2317	2112	1699	655	135	605	603	234	521	348	541	763	476	347	507	740	13	125	13	56	0	3	541	132	2008	1918	1848	1824	1769	78	1349	74	65	569	498	326	735	484	347	2075	2138	2341	2222	2184	2346	2135	2187	8	1	0	1	2	3	2	6	392	403	466	3236	16775	1275	8	124	73	248
2016-06-28	1701	5561	7262	6634	13896	2296	2273	1900	1286	594	127	593	634	239	498	355	482	699	472	311	421	705	16	107	16	54	0	16	601	120	1877	1936	1882	1744	1841	62	193	63	2	458	873	755	840	500	432	2159	2756	2750	2687	2068	2204	2377	1871	107	1	0	0	0	0	5	1	391	397	593	3712	19086	1288	34	155	81	266
2016-07-28	1914	5366	7280	6520	13800	2364	2145	2016	1488	653	189	688	641	271	531	392	562	902	509	338	457	821	25	109	25	67	0	12	586	97	1760	1934	1823	1776	1727	52	75	72	0	517	574	851	742	604	573	2044	2701	2874	2707	2065	2155	5188	2158	31	4	1	2	2	4	2	0	450	456	537	2597	12785	1425	14	184	78	244
2016-08-28	2259	5111	7370	6488	13858	2848	2633	2270	1650	680	136	608	658	286	625	440	644	849	571	420	537	775	31	187	31	76	2	23	612	107	1855	1920	1921	1816	1887	82	30	62	36	636	765	1125	400	693	577	2046	2201	2278	2175	1952	2155	2026	2160	11	1	1	3	0	3	2	1	438	444	667	3905	12719	1368	13	155	76	244
2016-09-28	2135	5126	7261	6565	13826	2509	2674	2364	1742	652	121	679	685	287	639	434	566	880	573	399	545	827	47	129	47	34	0	3	596	161	1819	1938	1880	1780	1757	79	28	70	4	772	427	943	562	703	560	1932	2179	2280	2188	2165	2074	1952	2223	26	4	2	4	1	5	3	1	404	413	664	1810	9917	1569	10	162	77	255
2016-10-28	2273	5207	7480	6428	13908	4875	2930	2437	1672	593	116	677	767	324	611	435	622	1049	609	410	532	831	15	188	15	57	0	6	642	149	1986	3610	2068	1885	1833	83	233	70	7	574	1070	441	884	493	519	1996	2230	2262	2189	2135	2035	2053	2208	8	6	2	4	2	6	3	2	422	433	824	3928	18167	1993	50	141	86	238
