monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	8187	19083	27270	18963	46233	5070	4474	4024	2502	1839	569	1007	634	302	1041	739	1182	1757	734	478	776	1330	392	279	392	76	1	7	660	159	6324	6298	5955	5491	5348	145	1625	395	46	1134	2532	826	2274	520	543	6416	9102	8777	8618	6742	6639	7312	4455	40	8	2	1	4	5	3	0	1456	1464	1562	7544	48526	1463	202	336	165	894
2016-02-28	8403	17753	26156	23219	49375	4617	4143	3706	2821	1848	519	1052	685	125	887	840	1123	2030	763	619	807	1178	96	936	96	74	0	10	772	156	6864	6677	6261	5567	5447	117	1524	391	96	1719	3325	735	2244	286	358	5477	8305	8530	8459	7171	7867	6783	3647	16	7	0	0	3	3	10	1	1162	1176	1988	7303	42016	1876	9	298	189	866
2016-03-28	4682	20988	25670	22704	48374	4425	4149	3498	2699	1948	581	1044	719	160	1086	961	1088	2033	818	781	848	1333	60	673	60	81	1	7	747	185	6820	6703	6207	5616	5411	136	1551	355	58	1320	3023	560	2056	396	491	4302	8070	8236	8122	7169	8067	6999	4236	28	4	0	1	0	1	9	0	1044	1054	694	6956	41491	1611	2	208	131	835
2016-04-28	4660	20567	25227	22781	48008	4558	4734	4028	2812	1938	523	998	675	189	1094	1032	1202	2116	933	906	1016	1464	321	681	321	106	1	12	632	262	7377	7046	6519	5898	5697	124	1568	465	129	1497	3542	606	2092	389	484	3735	7799	8156	8395	6955	8339	10228	4539	15	6	0	0	0	0	7	1	971	979	667	6317	38273	1736	0	284	170	859
2016-05-28	5178	20021	25199	21915	47114	5006	4738	4414	2823	1955	547	1224	884	259	1081	1352	1303	2166	900	881	1107	1589	78	552	78	96	3	9	682	180	6861	6788	6689	5866	5587	158	864	359	36	1733	2928	702	2075	386	525	7473	8478	8935	8075	7563	8865	7774	4765	170	13	0	0	3	3	6	1	972	980	547	7846	44582	2240	18	287	146	823
2016-06-28	4409	20064	24473	22259	46732	4720	4373	3872	2651	1953	568	1327	1064	267	1028	1105	1294	1886	878	726	921	1333	291	426	291	86	0	10	702	202	6447	6476	6024	5428	5430	190	415	452	89	1304	2536	726	2059	461	896	7941	8254	7774	7445	6951	7861	7089	4841	197	56	0	0	0	0	8	0	812	815	576	5659	35443	1961	0	287	165	846
2016-07-28	4969	19224	24193	21608	45801	4079	4291	4177	2902	2035	626	1202	1000	343	1138	1076	1310	2114	962	930	1101	1603	388	580	388	113	0	10	717	238	6732	6701	6534	5738	5630	161	402	423	35	1508	2562	818	2323	561	564	8276	8285	7759	7618	7133	7908	6709	5238	7	0	0	0	0	0	8	0	941	949	656	5266	32755	2952	0	313	182	869
2016-08-28	6511	16985	23496	20989	44485	5271	4945	4571	3146	2067	609	1389	907	363	1361	1371	1414	2011	1192	1022	1148	1569	187	684	187	134	20	12	716	253	6499	6528	6291	5894	5396	157	692	380	38	2433	3177	1112	2359	630	849	8289	8703	8283	7824	7279	7998	7118	4849	12	2	0	0	1	1	12	0	925	938	698	6222	39108	1722	57	315	168	797
2016-09-28	5599	17939	23538	20182	43720	4536	4813	4096	2916	2123	683	1301	956	290	1138	1192	1381	1935	949	1001	1181	1517	194	372	194	136	36	13	675	321	6479	6468	6257	5729	5512	149	1212	396	404	1999	3743	1260	2263	646	832	7653	8179	8143	7718	7283	10049	7042	5137	119	7	2	1	3	4	6	0	897	904	729	6216	35119	2116	13	285	163	899
2016-10-28	6007	18034	24041	20242	44283	5414	4819	4665	3264	1979	589	1456	1072	326	1234	1372	1596	2251	1014	1043	1249	2022	94	353	94	147	0	10	716	246	7170	7091	6806	6084	5911	127	1465	430	91	2388	5383	1141	2651	661	701	8222	9018	8659	8318	7542	8304	7451	5187	137	2	1	6	1	7	8	2	902	919	1026	7333	47546	3048	16	288	173	917
