monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	1919	3377	5296	3331	8627	1476	1147	977	594	560	18	175	423	46	360	362	322	549	353	303	242	549	9	45	9	36	0	5	418	79	1391	1447	1416	1294	1285	17	432	61	79	580	1483	150	790	182	139	1481	1522	1499	1442	1064	987	1545	1062	15	8	1	3	0	3	0	0	320	323	474	6097	32703	1005	0	124	79	277
2016-02-28	1877	3219	5096	4043	9139	1690	1187	1142	627	471	29	198	443	9	373	299	340	510	304	243	266	518	8	105	8	43	0	3	363	87	1526	1541	1501	1455	1437	94	561	58	90	446	1667	185	902	254	210	1778	1705	1658	1676	1256	1383	1478	1034	15	6	1	1	3	4	2	14	374	394	265	4547	27685	981	2	89	61	285
2016-03-28	1173	3853	5026	4198	9224	1379	1604	939	1479	420	26	234	499	11	398	354	403	466	296	276	368	420	15	99	15	30	28	31	470	113	1397	1459	1463	1391	1295	87	462	65	93	239	1240	221	792	150	176	1488	1409	1503	1480	1122	1252	1303	981	10	11	1	5	1	6	0	0	280	286	234	4281	22623	847	4	97	49	245
2016-04-28	1039	3832	4871	4339	9210	1354	1107	940	779	420	35	208	489	50	320	299	507	490	196	243	339	438	57	138	57	80	19	9	404	96	1406	1451	1413	1308	1184	91	699	55	84	307	1247	277	613	186	219	1539	1610	1632	1610	1203	1280	1369	1025	20	11	4	5	3	8	1	7	258	274	181	4465	21882	930	4	93	54	250
2016-05-28	1118	3756	4874	4194	9068	1495	1187	1042	844	445	43	230	606	14	315	309	503	497	189	241	319	422	5	109	5	22	0	8	385	147	1657	1715	1608	1440	1433	98	292	105	14	389	939	334	848	364	398	1741	1798	1769	1778	1305	1648	1509	1217	29	9	4	2	0	2	3	4	312	321	411	3514	19444	1199	4	111	55	266
2016-06-28	989	3940	4929	3896	8825	1707	1112	1068	728	448	21	234	573	34	334	322	449	506	304	279	351	444	17	110	17	35	0	3	408	123	1446	1570	1443	1409	1353	77	197	131	16	378	723	150	725	197	65	1604	1655	1601	1519	1304	1385	1442	1094	7	0	1	0	1	1	0	0	278	279	162	2600	14010	1005	100	94	56	218
2016-07-28	1144	3878	5022	3606	8628	1756	1345	1060	857	415	31	276	599	25	304	330	451	580	281	296	372	524	13	145	13	17	0	1	287	67	1423	1436	1521	1351	1264	20	158	127	10	494	689	214	768	327	415	1668	1698	1667	1533	1279	1525	1402	1238	28	1	1	2	0	2	1	0	265	268	171	2925	15020	1030	3	69	42	228
2016-08-28	1148	3720	4868	3641	8509	1598	1547	1261	845	498	74	310	587	70	309	289	421	569	306	315	364	481	47	115	47	42	10	22	454	133	1312	1252	1276	1251	1185	46	371	139	30	404	723	187	690	251	329	1545	1575	1498	1432	1291	1405	1342	1154	29	11	6	7	1	8	0	0	238	246	224	2669	16097	588	0	79	44	280
2016-09-28	1403	3531	4934	3441	8375	1668	1375	1223	878	462	34	274	600	19	327	332	450	677	304	314	414	606	1	110	1	23	0	4	398	104	1392	1370	1382	1303	1297	64	302	97	16	657	1154	213	475	204	256	1679	1699	1805	1637	1417	1484	1434	1223	28	6	4	0	0	0	3	4	252	259	359	2524	16778	926	0	85	66	266
2016-10-28	1347	3422	4769	3587	8356	1921	1462	1264	892	434	44	246	634	11	340	284	470	711	309	268	415	614	13	146	13	32	1	6	419	119	1571	1529	1521	1466	1379	92	567	115	9	495	1737	378	784	366	446	1797	1824	1847	1604	1464	1617	1640	1258	6	6	5	1	0	1	0	0	282	283	323	4436	25667	1200	0	99	57	302
2016-11-28	1305	3508	4813	3418	8231	1861	1474	1298	936	435	46	283	690	33	368	325	414	662	302	279	380	547	9	135	9	14	0	2	393	96	1667	1592	1562	1465	1424	93	483	47	77	457	2331	155	651	231	187	1827	1887	1804	1622	1517	1718	1686	1171	26	5	2	4	1	5	1	0	280	286	271	5238	31025	1686	27	86	62	301
2016-12-28	1115	3293	4408	3469	7877	1156	1446	1097	899	425	23	244	550	44	260	280	464	658	240	242	365	579	3	171	3	14	0	2	423	113	1472	1418	1354	1284	1198	93	462	105	4	1004	1718	228	763	153	223	1598	1718	1659	1540	1481	1495	1486	1070	26	4	1	2	0	2	1	0	327	330	295	3609	24128	1219	0	118	68	284
2017-01-28	1126	3519	4645	3220	7865	1549	1260	1120	831	480	37	230	605	21	317	322	468	775	254	300	365	677	19	179	19	15	0	2	374	125	1507	1481	1498	1335	1228	81	411	88	4	628	2056	230	758	342	284	1786	1851	1732	1659	1402	1538	1551	1276	4	0	1	2	0	2	3	0	398	403	415	5455	28569	1176	1	102	55	285
2017-02-28	1176	3395	4571	3586	8157	1416	1165	1205	974	460	33	227	455	15	251	308	417	698	237	279	357	613	16	140	16	13	0	0	379	201	1548	1510	1476	1369	1281	126	520	131	13	534	1749	202	806	355	324	1763	1866	1722	1614	1480	1614	1513	1133	8	3	2	1	0	1	1	1	350	353	299	4899	26176	1094	12	92	71	294
