monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	4726	9072	13798	13472	27270	9886	7361	10382	4553	605	97	1276	1691	258	2127	1706	1947	2771	1128	1103	1525	1679	123	941	123	259	0	50	741	225	6034	6433	5523	4987	5944	465	748	3202	523	1591	4848	1621	4130	343	1195	10756	11927	12225	12340	8276	8044	7435	3693	25	12	3	9	5	14	7	1	773	795	355	30659	119864	1048	9	70	55	255
2016-02-28	4594	7865	12459	12458	24917	6217	4730	3788	2597	524	64	711	1307	178	1034	976	1381	1205	703	704	1085	865	220	755	220	92	0	28	495	151	3736	3750	3261	2807	4134	147	607	1201	295	1095	3606	737	3418	639	708	3953	81121	5567	5538	4951	4822	4566	2396	29	7	4	7	4	11	8	1	573	593	7206	13804	50028	3979	458	96	85	343
2016-03-28	3647	9196	12843	13787	26630	12702	10533	8249	5034	631	87	1272	1854	766	2348	2046	3312	3974	1685	1483	2358	2499	169	1143	169	256	0	68	634	159	4993	4811	4248	3750	4991	207	738	1878	315	2978	7428	1822	7225	735	1844	7600	9451	10513	10957	9231	9623	7308	3460	127	27	4	12	5	17	4	2	432	455	368	25811	117067	1460	99	132	68	310
2016-04-28	2632	10071	12703	15045	27748	9396	8189	8310	4902	569	141	1438	1692	468	1477	1523	2238	2592	1389	1054	2207	1825	224	2150	224	19	3	10	638	146	4943	4508	4322	3727	4994	430	573	1178	172	1068	3261	1599	2622	1343	918	5184	6586	7269	6710	6113	6317	5470	3481	10	4	2	9	1	10	7	0	403	420	331	15175	90069	1301	375	123	72	284
2016-05-28	2902	10118	13020	14618	27638	16410	13927	13371	7273	582	80	2070	2516	710	3061	2909	4355	5489	2408	2139	3084	3695	362	3371	362	202	26	62	897	284	6367	5966	5533	4735	6078	402	396	2663	375	2568	5024	2699	5122	1982	2001	10037	10658	11514	11424	10243	10840	8922	3994	46	24	6	12	2	14	3	5	407	429	403	26887	117773	1560	1	115	73	463
2016-06-28	2646	10126	12772	13914	26686	10363	9010	7699	5089	564	55	1173	2091	549	1915	1683	2689	3650	1385	1354	1954	2540	213	1235	213	192	2	87	793	185	4571	4584	4148	3525	4698	128	247	1630	275	1843	3776	1134	4688	1150	1371	7788	7870	8485	8810	8376	8646	6614	3110	40	17	2	13	5	18	2	1	374	395	368	18642	85505	1840	5	130	69	610
2016-07-28	2985	8839	11824	14340	26164	14577	15000	13618	7659	577	104	1935	2485	870	3041	3021	4186	5014	2687	2335	3042	3646	682	2319	682	174	5	84	777	210	6207	5473	5102	6606	5608	456	212	2051	233	2052	5166	2006	5741	1631	2173	9404	10464	10750	10009	9878	10616	8312	4936	92	9	4	5	5	10	5	0	409	424	431	21867	112453	1095	3	114	67	537
2016-08-28	2985	8786	11771	13309	25080	15035	13379	13873	8443	649	152	1989	2594	841	3388	2948	4457	5312	2601	2362	3251	3688	694	1163	694	567	187	192	927	228	6954	6746	6232	5397	6620	191	241	1566	608	3873	6142	2092	7502	1858	2377	12534	10977	11587	11273	10242	12012	8555	4689	74	43	2	12	2	14	3	5	364	386	408	28136	129885	16353	82	120	70	529
2016-09-28	2840	8146	10986	13009	23995	13823	12740	12512	7870	650	104	2166	2708	772	3342	3014	4233	5037	2903	2265	3377	3585	683	2085	683	185	8	73	814	275	6534	5866	5355	4457	5811	428	247	2019	368	2523	5730	2115	4832	2049	2324	9543	10320	10264	9994	8643	9492	7530	5154	71	50	4	9	2	11	3	1	380	395	456	22132	99828	1993	5	108	59	464
2016-10-28	3055	7532	10587	12307	22894	13623	13034	12427	7749	673	144	1844	2686	738	3351	4708	3942	5638	2859	2246	3385	3817	234	1148	234	344	56	48	846	436	5512	5391	5352	4478	5712	399	280	1822	432	2389	5358	1788	4636	1633	2175	9423	10083	10126	10013	8875	9538	8104	4309	61	17	3	6	3	9	1	0	475	485	475	21365	99460	2486	13	89	56	697
