monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	1384	3059	4443	3075	7518	1005	1125	1188	850	356	146	246	54	145	623	374	424	233	189	105	162	219	60	29	60	60	0	0	130	20	916	1315	1099	1185	4169	2963	370	111	22	192	324	260	653	69	236	1423	1056	1017	1050	480	580	988	779	9	6	0	5	1	6	3	0	151	160	391	2130	8429	2100	0	92	75	1866
2016-02-28	1373	2724	4097	3964	8061	1445	1307	1307	1012	321	24	393	86	85	288	191	257	385	227	156	230	332	39	25	39	67	0	3	210	33	857	848	847	975	2145	23	393	75	3	339	244	349	430	63	212	908	1097	1104	1045	705	662	1128	642	22	6	3	2	9	11	2	1	159	173	863	1327	7962	1969	17	110	53	1935
2016-03-28	1084	3085	4169	3858	8027	1478	1570	1389	1164	287	69	424	91	67	457	302	329	440	331	272	334	348	15	32	15	50	0	0	163	30	1105	1010	1038	961	2165	31	289	95	6	158	389	256	241	54	167	1098	1341	1346	1400	830	798	851	670	7	2	1	4	1	5	3	0	100	108	47	999	6765	751	2	90	47	1963
2016-04-28	926	3127	4053	4275	8328	1332	1505	1491	1121	342	30	406	100	155	379	336	385	443	352	288	338	410	8	33	8	40	1	2	187	31	940	986	971	1147	1503	20	211	106	42	199	517	360	602	127	279	826	982	1052	1065	730	931	850	777	16	1	1	7	1	8	1	0	126	135	177	1494	8075	606	0	79	67	2045
2016-05-28	1079	3033	4112	4249	8361	1413	1374	1190	873	394	57	362	115	195	340	370	322	390	298	327	257	324	12	30	12	58	11	5	204	55	856	936	960	876	1292	14	177	225	24	210	494	363	510	107	252	848	1000	1050	1082	681	721	859	832	3	4	0	4	1	5	6	0	121	132	207	1595	7368	1866	19	84	75	119
2016-06-28	911	2643	3554	4082	7636	1310	1281	1155	928	367	40	360	111	148	337	278	311	459	323	201	255	438	59	51	59	42	0	3	156	27	825	950	917	895	1407	16	31	115	18	236	526	153	400	171	178	784	1000	974	951	846	687	761	848	5	1	1	3	2	5	1	0	102	108	161	536	3752	1097	14	63	72	267
2016-07-28	1129	2895	4024	4395	8419	1551	1395	1289	1065	374	23	366	89	158	354	330	309	403	373	269	325	420	107	57	107	54	0	7	155	34	797	870	882	896	1407	42	22	124	11	205	281	360	567	108	276	794	967	970	983	789	788	804	991	6	3	2	0	1	1	0	0	144	145	265	1034	6341	939	0	107	77	145
2016-08-28	1286	2547	3833	3972	7805	1382	1474	1433	1067	414	53	329	119	162	403	286	410	424	292	242	325	401	51	63	51	40	0	7	143	42	897	872	916	971	1238	21	202	57	15	267	405	248	813	107	171	807	909	878	834	718	968	757	976	1	0	4	1	3	4	0	1	119	124	251	682	3634	849	16	86	70	242
2016-09-28	1265	2856	4121	4085	8206	1495	1431	1350	1163	395	39	338	136	180	477	420	476	594	359	354	387	433	58	109	58	44	0	5	139	24	848	921	895	941	1145	58	500	116	29	309	372	168	642	231	364	834	937	875	855	719	945	789	937	3	3	2	9	0	9	2	0	122	133	269	901	5953	1012	0	93	55	107
2016-10-28	1274	2765	4039	3722	7761	1576	1517	1307	1107	318	32	346	118	183	530	352	443	519	358	385	371	420	75	84	75	60	2	8	120	26	658	807	1004	875	877	41	567	119	271	256	546	154	895	207	359	883	1242	1075	892	669	826	881	946	5	2	4	6	0	6	5	0	116	127	241	1785	9405	847	1	72	67	72
