monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	2393	4134	6527	4778	11305	1312	922	795	438	393	138	268	362	72	360	378	330	422	250	289	423	409	19	33	19	28	12	0	311	100	1357	1404	1408	1306	1357	32	541	23	6	114	303	138	413	445	163	1727	1813	1865	1764	1388	1454	1498	1411	8	5	4	9	10	19	2	2	550	573	276	2126	14915	619	3	82	59	264
2016-02-28	2826	3614	6440	6999	13439	2735	2020	1104	730	453	122	319	400	50	372	357	417	429	362	285	384	419	15	38	15	25	0	2	353	160	1257	1243	1267	1224	1251	59	537	33	77	593	1002	179	499	359	241	1554	1694	1704	1640	1501	1512	1430	1560	12	45	3	12	3	15	6	0	439	460	347	2105	11984	659	8	60	34	230
2016-03-28	1756	4667	6423	7107	13530	2277	1692	1135	748	487	130	279	371	93	524	402	463	469	454	356	426	448	13	89	13	44	7	1	370	84	1597	1668	1606	1471	1545	106	629	88	21	477	990	611	689	368	319	1753	1921	1978	2095	2158	1902	1823	1568	19	8	4	10	3	13	1	6	375	395	368	2008	14130	635	7	72	48	215
2016-04-28	1628	5368	6996	7014	14010	2247	1780	1172	827	449	110	328	465	91	596	461	459	458	569	411	422	443	11	69	11	35	2	3	340	69	1632	1710	1648	1740	1653	74	465	56	12	784	2186	284	529	541	320	1620	1951	2079	2055	2303	1891	1646	1833	19	10	2	9	2	11	4	9	362	386	420	1722	10718	947	8	43	47	223
2016-05-28	2093	5168	7261	6869	14130	2776	1862	1296	856	492	132	272	304	162	533	478	508	542	527	447	455	453	18	64	18	116	5	0	336	76	1799	1707	1702	1700	1928	83	310	34	10	566	1379	476	708	462	442	1489	1508	1554	1561	1859	1395	1331	1693	11	6	9	7	1	8	5	1	334	348	316	2588	16964	578	2	71	52	160
2016-06-28	1829	5292	7121	6903	14024	2611	1935	1301	875	519	86	292	314	120	515	428	504	445	504	403	468	454	51	72	51	79	63	11	457	77	1382	1451	1350	1275	1304	33	8	38	11	613	1051	315	687	383	337	1668	1731	1726	1650	1713	1660	1475	1614	6	3	2	5	1	6	2	1	278	287	194	4607	17346	713	0	106	57	224
2016-07-28	1780	4864	6644	6771	13415	2494	1727	1141	826	458	108	335	428	110	463	409	460	441	448	373	453	418	14	36	14	20	3	1	329	120	1196	1188	1264	1173	1200	39	0	39	11	1914	620	108	484	390	310	1504	1570	1607	1555	1469	1553	1376	1780	8	54	2	10	0	10	3	1	356	370	192	1730	10774	745	4	77	45	214
2016-08-28	1949	5096	7045	6767	13812	2708	1990	1419	958	430	137	356	550	154	761	530	497	514	662	422	465	479	19	56	19	42	17	19	451	99	1246	1328	1306	1302	1257	51	87	49	19	453	748	209	540	517	489	1710	1674	1668	1643	1425	1695	1546	1668	16	11	3	11	5	16	4	0	340	360	255	1538	12179	685	21	77	52	184
2016-09-28	2136	5100	7236	7201	14437	2813	2050	1440	960	453	89	373	543	180	785	468	560	486	735	435	510	462	24	91	24	42	1	21	375	130	1348	1384	1355	1249	1254	24	299	36	8	348	819	387	429	498	620	1592	1645	1730	1661	1498	1653	1513	1942	3	4	2	10	0	10	2	0	353	365	283	3636	17397	881	2	86	61	249
2016-10-28	2062	4819	6881	6398	13279	2639	1697	1115	728	444	128	430	772	108	579	480	554	487	526	489	534	512	7	60	7	38	0	7	299	109	1258	1274	1475	1316	1313	39	387	86	7	356	1086	237	534	495	481	1794	1808	1740	1669	1784	1795	1532	1958	8	38	1	10	3	13	2	3	331	349	401	4242	20502	1009	1	94	51	277
