monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	573	1159	1732	779	2511	345	311	231	115	183	30	46	15	7	170	58	58	65	54	42	53	45	1	0	1	2	0	0	103	17	680	697	673	660	620	23	104	24	10	148	299	109	161	25	72	564	623	636	616	90	177	541	277	1	1	3	2	0	2	4	1	62	69	71	2076	7892	1178	0	134	41	182
2016-02-28	575	1069	1644	1099	2743	329	276	202	140	167	50	38	13	6	116	77	83	85	141	61	74	58	2	3	2	6	0	0	65	13	732	737	2723	720	661	5	1	81	9	109	306	122	94	11	42	513	610	621	579	463	620	503	258	2	3	3	1	1	2	2	1	82	87	84	1936	9650	828	7	73	73	208
2016-03-28	271	1442	1713	919	2632	442	325	267	193	206	39	58	24	8	165	116	104	101	122	117	86	63	4	11	4	11	0	0	96	24	708	714	709	720	615	11	0	89	11	419	516	152	822	10	99	470	580	550	486	330	364	434	342	3	1	1	2	0	2	1	1	69	73	42	2107	9583	844	0	84	64	181
2016-04-28	256	1317	1573	896	2469	398	323	291	204	240	27	60	31	14	116	76	82	90	70	66	76	60	0	9	0	3	0	1	95	17	639	667	611	605	503	8	2	77	9	562	386	154	726	28	33	509	622	584	727	492	493	447	295	8	101	2	5	0	5	1	0	74	80	43	2012	8601	822	0	60	59	161
2016-05-28	274	1304	1578	649	2227	220	290	378	207	250	75	56	23	10	103	113	106	99	93	88	97	83	6	1	6	2	0	0	97	15	740	733	644	591	528	19	0	127	9	175	499	104	764	45	70	555	755	729	675	395	528	467	373	11	3	2	1	0	1	1	1	64	67	89	1865	8644	662	3	80	67	179
2016-06-28	281	1281	1562	717	2279	419	339	292	177	260	41	50	20	11	106	135	108	102	94	107	72	81	4	4	4	3	0	0	108	17	699	683	655	567	510	45	0	67	4	147	426	157	91	30	79	495	693	781	671	408	508	400	309	1	0	1	3	0	3	0	0	58	61	45	1576	7770	857	105	55	58	298
2016-07-28	345	1144	1489	662	2151	326	337	320	185	220	39	58	17	11	93	129	124	98	97	122	95	63	4	7	4	2	0	0	96	11	707	693	665	613	500	7	0	54	15	230	483	237	579	31	80	420	525	533	511	399	453	396	307	5	4	0	1	0	1	0	0	49	50	53	1258	6610	894	0	84	66	212
2016-08-28	347	1141	1488	709	2197	371	334	306	223	246	44	51	12	3	120	125	114	99	103	121	116	80	0	5	0	4	0	0	281	129	762	687	685	625	526	40	0	76	13	107	424	175	566	47	74	558	681	664	604	540	542	486	363	2	3	1	1	2	3	1	0	70	74	43	1504	6592	926	67	113	69	142
2016-09-28	364	1158	1522	616	2138	215	364	295	174	242	34	75	18	5	124	102	118	99	91	92	102	94	0	2	0	6	1	0	44	4	692	690	650	590	600	104	523	79	11	156	461	586	463	67	119	644	776	797	746	687	629	643	278	3	0	2	4	1	5	0	1	36	42	47	1186	6080	907	0	195	68	108
2016-10-28	364	1238	1602	609	2211	342	355	276	201	204	35	65	14	12	94	100	110	106	85	83	95	87	0	0	0	2	0	1	79	4	786	770	664	628	580	6	19	77	8	191	417	143	311	28	37	644	682	706	676	660	528	530	306	6	3	4	3	0	3	0	0	62	65	51	1258	7023	866	2	70	61	121
