monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	2917	7432	10349	8418	18767	4477	3752	2656	702	377	93	576	463	17	211	276	231	542	174	152	194	475	27	115	27	28	0	16	346	122	1219	1195	1130	1156	1182	56	863	178	9	641	1182	168	2920	34	253	1587	1846	1752	1720	710	661	2313	1262	22	13	0	1	4	5	3	5	540	553	241	9344	51283	2094	4	361	65	272
2016-02-28	3070	6891	9961	9017	18978	2534	2391	2042	1791	367	91	591	503	122	515	517	377	576	455	387	322	526	232	46	232	31	0	7	397	127	1239	1165	1187	1127	1027	79	660	178	35	1033	1594	415	2003	233	478	1565	1553	1479	1524	1220	1304	1264	1577	7	1	1	4	3	7	5	0	548	560	1069	12079	46911	2028	8	2734	72	219
2016-03-28	2156	7725	9881	8723	18604	3335	3162	2472	2260	390	94	667	664	149	658	538	469	614	447	488	501	606	37	158	37	57	21	7	464	126	1331	1285	1339	1264	1248	54	1075	272	42	1105	1994	180	1995	309	404	1256	1627	1570	1553	1259	1432	1298	2037	24	15	0	7	3	10	2	0	504	516	614	10763	48910	1896	24	187	76	315
2016-04-28	2162	7807	9969	9654	19623	3444	3364	2537	2883	433	81	773	771	218	642	691	575	824	591	526	481	670	83	201	83	20	15	32	502	183	1249	1253	1261	1225	1255	54	1240	188	38	1177	1190	185	1651	309	597	1236	1566	1645	1629	1330	1478	1406	1936	22	8	1	10	3	13	3	1	404	421	783	9470	38374	2166	46	195	64	297
2016-05-28	2533	7724	10257	7779	18036	3676	3551	2906	2694	485	93	751	762	271	739	746	607	860	518	490	516	682	169	475	169	39	29	45	417	123	1128	1206	1302	1135	1256	77	1695	155	29	1095	1800	562	1262	410	404	1366	1678	1571	1628	1470	1465	1381	1985	29	5	0	2	4	6	2	2	427	437	710	9767	35531	1876	9	199	79	696
2016-06-28	2315	7865	10180	8111	18291	3888	4207	2560	2723	721	643	718	851	275	726	653	762	883	652	614	540	646	82	532	82	108	104	96	558	233	1028	1082	1189	1159	1194	26	220	219	22	1062	2120	658	1304	383	560	1505	1589	1528	1674	1340	1527	1398	2043	10	5	1	1	0	1	7	6	401	415	517	9798	33721	2146	23	235	65	540
2016-07-28	2535	7767	10302	7932	18234	3344	3197	3027	2513	421	67	795	913	122	752	665	645	884	517	472	517	768	109	251	109	59	2	13	360	89	1036	1059	1197	1088	1185	35	393	149	16	1182	1923	565	978	414	386	1458	1484	1496	1550	1370	1526	1398	2104	10	3	4	5	2	7	5	1	410	423	635	8245	22677	11100	63	248	66	314
2016-08-28	2795	7455	10250	7901	18151	4057	3531	3204	2725	416	74	908	968	365	900	826	733	890	670	646	630	730	32	217	32	73	0	6	487	107	1116	1069	1296	1210	1303	54	828	158	17	1409	1640	645	1070	456	533	1613	1537	1529	1613	1451	1614	1422	2175	37	5	3	5	0	5	5	0	433	443	660	8041	32102	1907	9	180	94	507
2016-09-28	2797	7512	10309	8593	18902	4128	3578	3422	2287	445	60	910	966	238	964	820	762	1002	717	604	687	890	16	255	16	40	0	7	470	140	1107	1102	1194	1171	1164	64	1069	135	11	891	1867	573	1332	456	514	1507	1585	1602	1631	1455	1690	1400	2290	8	7	0	5	6	11	2	0	386	399	774	8028	28881	1963	14	149	60	228
2016-10-28	2967	7009	9976	8554	18530	4158	3564	3507	2414	409	73	891	999	365	861	787	918	1117	773	680	675	873	17	206	17	60	0	5	490	129	1141	1246	1346	1244	1331	57	1285	131	24	898	2031	496	1288	584	642	1709	1703	1559	1609	1490	1600	1454	2216	3	4	1	3	3	6	4	0	369	379	1090	7530	31349	1811	47	142	72	241
2016-11-28	2945	7148	10093	8390	18483	3461	3124	3152	2095	460	60	988	1075	380	948	911	980	1254	771	654	647	864	20	181	20	43	6	11	508	130	1212	1145	1339	1342	1298	78	1228	133	16	1231	2605	462	1614	519	689	1725	1784	1717	1705	1673	1704	1509	2316	8	3	1	8	8	16	4	1	492	513	1102	9587	51317	1735	5	141	62	271
2016-12-28	2600	7194	9794	8280	18074	3399	3210	3467	2368	423	60	1044	1042	385	906	741	831	1158	812	652	700	870	14	320	14	37	0	3	475	97	1197	1214	1431	1359	1439	104	1084	129	29	1644	2728	343	1494	618	674	1572	1677	1745	1765	1418	1637	1516	2408	11	9	1	8	2	10	5	1	523	539	939	9699	41715	1751	2	142	84	280
