monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	5574	15806	21380	12632	34012	7555	6049	5263	3590	877	212	1777	445	441	2591	2064	1558	1974	974	780	896	1447	87	714	87	112	1	37	621	196	5917	5590	4825	4353	4112	149	1575	955	82	2376	3626	1878	8384	592	712	6730	9157	10328	15608	5262	2518	6983	2765	52	13	4	4	5	9	5	16	860	890	963	15209	71519	2459	31	340	248	607
2016-02-28	6135	15482	21617	16985	38602	9346	7458	6476	5352	1043	270	1991	785	417	2789	2497	2657	2786	1842	1536	1794	1773	75	1362	75	241	46	60	696	211	6331	6263	5290	5312	4641	160	2067	1125	94	3421	5910	2730	8847	471	523	6601	9383	9588	8824	6536	6894	6335	3118	73	4	0	1	2	3	6	0	905	914	861	16627	70330	1599	30	385	251	554
2016-03-28	4866	18054	22920	18898	41818	7971	17797	6000	4646	1075	247	2133	796	569	2287	2003	2013	3153	1875	1605	1683	1845	64	1998	64	142	35	14	646	236	5136	4905	4438	4035	4032	135	1347	439	44	3108	6316	1668	5675	1180	1424	4459	6943	7158	6459	6016	5869	5423	3781	65	31	0	2	2	4	4	0	818	826	984	13208	68604	2257	42	334	247	575
2016-04-28	3614	19193	22807	19907	42714	11264	8804	7040	5506	1121	258	2145	879	673	3121	3025	3018	2680	2603	2533	2445	2884	95	2296	95	162	3	10	1059	250	6091	5777	5131	4539	4344	113	1194	718	95	3714	6547	2055	6657	1411	1275	4561	8581	8921	8294	7191	7157	6737	3899	49	25	0	4	2	6	8	0	760	774	790	13928	70674	1721	14	249	207	619
2016-05-28	3789	17976	21765	17799	39564	9586	8721	7701	5856	1368	361	2388	977	577	3426	3339	3430	3538	2734	2807	2715	3186	103	1712	103	162	16	9	626	255	6192	5815	5201	4326	4324	127	1047	590	100	3645	6419	2365	8280	1095	864	7351	8313	8334	7643	6744	8064	6427	4532	85	21	0	0	1	1	2	0	973	976	619	14143	67063	1813	88	299	228	635
2016-06-28	3609	16468	20077	17377	37454	9752	7924	7043	5352	1291	330	2423	853	653	2829	2782	2973	3320	2507	2643	2495	3112	61	1630	61	174	42	54	655	321	5407	5252	4766	4150	4009	143	488	472	101	2747	4581	2100	5963	1060	1050	9243	9193	8480	7846	7074	7710	6558	4364	49	26	0	4	1	5	3	2	801	811	645	13077	64343	2140	45	233	209	454
2016-07-28	3515	15563	19078	16652	35730	9580	8277	6642	5213	1386	373	2493	1116	621	3045	2807	3100	2972	2572	2851	2642	3237	79	1903	79	198	10	6	775	292	5656	5329	5083	4437	4585	122	231	549	56	3024	5172	2179	6495	1382	994	7858	8740	8460	7541	6450	7458	6177	4478	10	3	0	2	4	6	6	0	783	795	637	11844	58273	1782	93	263	223	564
2016-08-28	4298	15136	19434	16306	35740	9482	7998	6633	6333	1359	311	2731	1218	869	3539	3063	3257	3116	3173	3053	2757	2737	68	2165	68	135	10	37	772	329	6254	5543	5369	4684	4790	141	346	613	122	3123	4679	2804	5519	1600	1785	8741	8705	8819	7606	6634	7689	6672	4554	46	39	0	1	3	4	9	0	863	876	741	13528	63937	1759	26	303	213	478
2016-09-28	4206	15081	19287	15961	35248	7726	6161	5483	4641	1406	334	2493	779	719	1674	1906	1715	2268	1577	1666	1539	2165	48	2228	48	143	8	13	766	331	5648	5470	5085	4528	4579	95	547	661	55	2245	4262	2080	4492	734	777	6504	7262	7088	6686	5553	6167	5708	3977	30	6	0	2	4	6	15	0	830	851	665	11320	53976	1980	11	264	203	684
2016-10-28	4062	15106	19168	15776	34944	9345	7760	6587	5964	1277	342	2690	1251	725	3366	3417	3343	3493	3028	3396	3203	2609	61	2451	61	241	6	49	837	279	6062	7315	5295	4683	4630	232	1193	770	92	4115	5772	2654	6311	2125	1630	7499	9527	9065	7965	6624	7561	6202	4488	42	42	0	2	5	7	8	1	852	868	1043	19122	72010	1946	11	292	305	864
