monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	3131	7462	10593	9002	19595	1137	1008	1004	565	951	546	206	111	41	319	277	315	341	421	332	260	319	14	217	14	11	20	3	408	85	2041	1864	1771	1684	1640	24	537	87	14	634	609	206	791	91	109	1965	2344	2256	2239	769	687	1656	1851	14	5	10	21	12	33	5	0	464	502	404	5288	24765	1013	0	137	89	354
2016-02-28	3379	7099	10478	8984	19462	2101	1734	1531	1004	957	533	421	232	60	541	466	526	580	437	414	542	606	31	137	31	16	0	2	517	139	2166	2107	1879	1698	1571	35	552	112	32	592	813	214	765	183	167	1813	2208	2161	2032	1265	1419	1730	1792	39	27	16	16	4	20	2	5	396	423	270	3917	22193	1349	11	99	96	308
2016-03-28	2105	7689	9794	8248	18042	1998	2391	1833	1450	1367	601	397	269	67	839	639	895	884	736	508	702	694	28	86	28	28	0	0	541	111	2178	2257	2093	2172	2385	48	507	85	28	490	926	217	1207	296	218	2166	2329	2479	2425	1765	1793	1731	2063	21	9	26	18	11	29	5	1	337	372	203	4044	22626	1546	0	101	98	377
2016-04-28	2008	7645	9653	7788	17441	2056	2296	1938	1375	1017	573	385	248	60	893	733	959	790	866	578	644	643	19	81	19	23	0	1	562	110	2110	2196	2064	1831	1919	52	560	172	45	296	711	109	681	286	208	2225	2539	2689	2573	1748	2098	1999	1859	16	21	13	15	2	17	4	1	349	371	204	2922	16439	1107	0	90	56	335
2016-05-28	2040	6825	8865	8045	16910	1997	2005	1726	1372	1123	530	388	251	61	755	693	785	892	674	479	584	716	9	304	9	106	1	3	570	154	1987	1980	1844	1828	1724	76	412	94	27	366	859	286	1067	313	271	2324	2496	2551	2456	2385	2670	2016	1974	20	5	16	17	6	23	4	4	343	374	272	3969	21403	1204	0	82	68	364
2016-06-28	1973	7230	9203	7869	17072	2380	2249	2065	1508	1267	483	457	321	63	891	988	805	861	678	619	590	695	20	211	20	67	30	27	429	143	2018	2036	1982	1747	1848	54	130	94	38	466	775	280	878	362	291	2089	2202	2187	2138	1853	2215	1782	2159	47	5	18	16	8	24	4	3	298	329	202	2818	16985	1233	0	61	45	331
2016-07-28	2181	6629	8810	8955	17765	2375	2257	1979	4015	2366	548	466	312	31	954	740	688	923	889	679	605	764	13	148	13	16	0	1	510	132	2030	2063	2004	1817	1753	98	78	60	21	508	948	201	696	327	156	1731	2108	2183	2079	1897	2021	1552	1974	9	4	18	21	5	26	5	5	306	342	160	3359	16773	992	0	95	100	305
2016-08-28	2745	6600	9345	9546	18891	2638	2183	1922	1543	1230	523	550	308	133	833	632	822	887	788	591	634	681	65	128	65	20	0	0	551	149	2014	1903	2004	1759	1909	34	33	53	25	564	748	229	1476	364	200	1986	2103	2090	2104	1764	2097	1766	2094	9	7	22	33	8	41	7	3	346	397	226	2519	17438	1295	264	162	59	399
2016-09-28	2517	6429	8946	9049	17995	2945	2734	2470	1710	1115	545	508	298	77	717	741	692	885	660	817	661	717	11	159	11	14	0	0	529	156	1966	1943	1902	1791	1753	33	16	46	42	387	1128	211	1285	244	111	1930	2125	2081	2041	1697	1691	1685	2132	18	12	17	26	4	30	14	4	339	387	299	4819	20646	1707	0	71	65	368
2016-10-28	2292	6971	9263	10005	19268	3066	2612	2472	1894	1053	641	614	354	250	816	891	801	993	824	742	701	768	42	151	42	35	7	5	406	117	2107	2182	2208	1899	2013	35	162	60	39	532	1628	222	1927	420	393	2192	2487	2527	2281	2146	2018	1744	2216	16	8	16	25	4	29	6	2	327	364	315	4342	20225	1734	173	76	70	359
2016-11-28	2423	6778	9201	11222	20423	2827	2529	2432	1858	1011	603	554	376	148	821	658	902	1072	743	572	824	876	40	183	40	25	0	3	471	146	2132	2107	2048	1960	1953	49	320	44	35	785	2186	508	1056	532	255	2149	2508	2498	2399	2169	2256	1938	2176	8	7	19	29	3	32	9	0	385	426	370	5509	29548	1434	0	68	78	336
2016-12-28	1997	6735	8732	12145	20877	2462	2452	2249	1752	1034	616	580	295	107	747	949	723	1051	666	812	629	815	13	167	13	25	0	2	507	199	2023	1990	1943	1724	1744	54	486	74	25	655	2077	305	1417	387	486	1973	2374	2284	2209	1917	1902	1738	2228	13	10	25	26	7	33	4	3	390	430	405	4479	33565	1560	0	306	712	316
2017-01-28	2144	6329	8473	12826	21299	2557	2167	2036	1764	1056	620	500	296	68	843	660	875	1145	853	593	763	832	12	146	12	16	0	2	493	110	2113	2031	2009	1881	1740	49	585	40	36	530	2259	296	1152	479	467	2439	2771	2636	2437	1957	2108	1935	2370	18	17	23	23	10	33	6	6	456	501	474	4882	34442	1517	1	100	83	323
2017-02-28	2110	6519	8629	13551	22180	2655	2209	2001	1790	1085	590	379	284	76	839	884	884	1133	799	811	799	1000	51	218	51	19	0	0	526	98	1999	2053	1962	1857	1753	157	634	35	30	655	2438	273	2310	460	391	2133	2396	2487	2438	2226	2100	1958	2308	28	26	17	22	5	27	6	4	401	438	365	5308	30976	1653	0	91	66	296
2017-03-28	2296	6261	8557	14448	23005	3097	2479	2146	1784	1080	542	378	219	109	904	912	887	1102	866	850	807	909	84	239	84	17	0	0	579	114	2301	2056	2005	1828	1789	148	475	35	17	714	2849	338	1432	498	347	2175	2420	2465	2327	2224	2002	1781	2242	229	10	12	11	3	14	4	1	408	427	408	6941	36003	1489	1	95	73	307
2017-04-28	2117	6185	8302	15311	23613	3044	2623	1997	1799	958	531	441	228	123	950	974	904	1064	888	839	827	942	14	284	14	43	0	0	484	90	2179	2212	2110	2002	1788	111	520	69	7	546	2368	257	1137	513	353	1958	2439	2500	2515	2520	2146	1915	1998	52	5	16	20	6	26	5	1	361	393	394	4719	32235	1431	0	73	84	308
2017-05-28	2178	6065	8243	16231	24474	3407	2541	2222	1770	851	480	393	227	88	998	724	871	903	965	612	772	785	12	278	12	22	0	8	499	116	2032	2013	1931	1678	1641	120	506	39	13	630	2202	277	1536	458	437	1828	2150	2267	2283	2121	1890	2664	1908	16	15	10	13	1	14	9	1	376	400	287	4151	33030	1652	0	107	94	307
2017-06-28	1832	6236	8068	17465	25533	2537	2375	2198	1674	829	433	288	142	83	986	685	793	890	971	636	755	781	9	159	9	19	1	3	464	97	1894	1828	1742	1594	1565	122	480	22	8	671	1762	410	1184	334	285	1602	1993	2059	2078	1817	1844	1621	1638	10	5	5	11	3	14	5	1	300	320	212	5540	26957	1460	0	101	87	315
2017-07-28	2244	6377	8621	6787	15408	2954	2527	2213	1714	880	431	361	210	94	1107	695	874	995	1051	652	835	918	8	282	8	28	0	1	547	79	2068	2093	2103	1783	1757	115	753	24	8	850	2476	386	1441	415	502	1763	2047	2098	2134	1865	1930	1793	1867	10	7	5	8	2	10	8	6	315	339	360	6421	33665	1508	23	69	78	321
2017-08-28	2492	6137	8629	7116	15745	3398	2749	2420	1914	926	498	376	211	133	1088	783	930	986	1059	682	826	906	39	226	39	25	0	1	444	96	1974	1881	1848	1731	1720	111	991	18	0	752	2984	418	1510	551	359	1842	2053	2078	2098	1876	1881	1821	1854	17	4	9	18	3	21	7	1	347	376	388	5953	31716	1749	9	108	79	336
2017-09-28	2278	6289	8567	7449	16016	3083	2840	2297	1956	899	504	339	243	116	1109	768	858	1088	1000	704	803	1081	20	181	20	28	0	2	464	113	1954	1942	1883	1828	1692	162	973	43	10	704	2075	400	1475	520	378	1897	2039	1995	2135	1905	2253	1703	1834	31	5	11	10	6	16	4	2	347	369	422	5516	28831	1322	1	129	99	320
2017-10-28	2216	6193	8409	7177	15586	2604	2329	2156	1857	1127	506	424	252	162	1092	773	913	1246	1048	779	829	1118	5	253	5	22	0	2	415	106	1902	1858	1921	1755	1625	56	775	28	33	849	2144	311	1152	623	476	2160	2262	2141	2122	1921	2322	1721	2187	5	11	9	7	3	10	1	2	388	401	402	5376	31936	1533	18	85	69	304
2017-11-28	2137	6081	8218	6914	15132	2944	2563	2317	1857	1043	628	437	225	144	1072	750	850	1172	1092	771	840	1066	57	197	57	37	24	1	523	110	2161	2021	2348	1967	1807	68	798	24	7	745	2158	423	1390	544	519	2082	2265	2282	2218	1975	2447	1804	2197	10	7	5	18	3	21	5	5	355	386	303	5043	29355	1411	4	87	57	308
2017-12-28	2044	5930	7974	6796	14770	2931	2527	2286	1915	996	495	386	269	138	1071	781	895	1316	1021	757	839	1161	47	279	47	9	0	1	485	97	1807	1718	1688	1570	1481	96	1080	34	4	748	2305	335	1402	790	662	1880	2087	2028	2104	1768	2155	1603	2011	20	7	11	15	5	20	4	3	421	448	388	5302	28826	1335	4	79	67	308
2018-01-28	2137	5770	7907	6646	14553	2534	2384	2075	1872	982	551	353	200	160	715	690	925	1156	748	667	870	977	123	309	123	20	11	0	446	89	1825	1839	1755	1731	1652	125	1061	25	1	802	2473	292	809	690	925	1888	2144	2070	2039	1995	1860	2253	2227	16	8	6	14	3	17	3	1	478	499	530	4259	26574	1084	9	73	61	316
2018-02-28	2008	5526	7534	6861	14395	2641	2452	2227	1771	790	680	362	210	128	1128	814	970	1205	1090	713	840	1048	63	323	63	29	0	2	391	87	1913	1828	1795	1665	1622	116	815	49	5	944	2852	358	1401	671	666	1977	2084	2050	2009	2065	2076	1680	1974	87	8	8	6	3	9	3	1	454	467	577	4360	30033	1108	16	75	61	297
2018-03-28	2115	5807	7922	6647	14569	3184	2405	2186	1748	972	529	382	195	141	1151	803	921	1220	1132	779	781	1069	81	348	81	17	0	1	357	60	1878	1748	1710	1619	1627	336	819	30	3	1302	2593	390	1465	687	666	2044	2165	2263	2053	2181	2057	1686	2000	7	3	7	3	0	3	4	0	399	406	328	6902	35714	1164	17	59	60	278
2018-04-28	1987	5651	7638	6904	14542	3438	2448	2150	1816	920	547	257	125	125	1231	1232	966	1160	1261	764	887	1035	64	225	64	31	0	1	398	70	2407	1832	1747	1654	1631	123	621	200	99	1095	2371	379	1451	927	863	1738	2014	2043	2094	2031	1780	1744	1898	17	8	9	8	1	9	1	2	351	363	332	6094	34712	1210	13	69	51	292
2018-05-28	2025	5912	7937	6514	14451	2888	2286	2110	1720	946	455	291	113	113	1235	740	937	1135	1237	715	870	1077	17	159	17	8	9	0	337	73	1852	1746	1693	1553	1513	110	487	40	1	852	2080	283	1178	560	750	1836	2101	2074	2054	1892	2152	1635	1818	7	9	7	6	0	6	3	1	373	383	207	6125	32953	1121	4	51	52	291
2018-06-28	1899	5760	7659	6634	14293	2506	1913	1765	1506	801	429	218	120	90	1004	574	667	899	979	574	624	791	14	145	14	22	0	0	398	86	1819	1719	1709	1512	1540	53	431	26	5	856	2221	258	1278	322	438	1710	2309	1948	1977	1706	2104	1571	1657	7	5	6	3	0	3	1	1	286	291	224	5862	30208	864	3	60	52	282
2018-07-28	2182	5957	8139	6406	14545	2880	2056	1982	1685	921	401	279	101	81	1049	672	759	1014	917	652	637	899	29	297	29	4	0	1	403	97	1824	1809	1741	1623	1625	173	537	93	89	1154	2496	433	1102	579	652	1797	2880	2290	2056	1625	1777	1463	1805	19	5	8	6	1	7	4	0	306	317	358	7115	36771	997	6	73	47	311
2018-08-28	1810	5244	7054	6007	13061	1876	1906	1752	1469	796	349	267	103	52	777	603	725	999	790	559	748	781	10	171	10	10	0	2	342	107	1611	1523	1515	1353	1330	54	448	25	4	862	2452	346	855	517	589	1449	1675	1665	1667	1467	1216	1071	1508	8	5	0	3	0	3	2	0	273	278	185	6226	32005	972	0	46	56	284
2018-09-28	2165	5749	7914	6550	14464	2124	2164	1902	1682	868	374	323	126	54	775	623	788	1039	750	570	698	896	30	183	30	6	0	2	351	84	1628	1597	1550	1442	1450	56	596	28	3	1083	2366	388	956	547	693	1723	1917	1837	1849	1669	963	841	1811	7	4	3	12	2	14	3	6	349	372	337	6929	34975	1106	0	62	59	286
