   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	56497	21209	3121	12580	1922	617	1355	2865	4220	43669	77.2944
Rayganj	66134	30863	2440	11847	2205	536	1672	2194	3866	51757	78.2608
Tarash	44388	21147	1448	6448	1017	846	1673	1150	2823	33729	75.9868
Sirajganj Sadar	104320	40530	10610	19158	2232	1107	1970	2415	4385	78022	74.7910
Kamarkhand	27663	11356	1382	4802	1068	468	507	965	1472	20548	74.2797
Chouhali	17306	6281	1120	3558	871	397	268	435	703	12930	74.7140
Ullahpara	121376	50143	7163	24055	2657	1380	2707	4341	7048	92446	76.1650
Belkuchi	60059	27257	5407	8274	1764	331	926	1106	2032	45065	75.0345
Shazadpur	118613	43600	7448	26266	3331	634	1103	3465	4568	85847	72.3757

 
