   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:33
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Naogaon Sadar	60813	27798	2478	6797	1670	1069	427	9263	9690	49502	81.4004
Mohadebpur	67908	35790	1863	6133	988	326	1671	8310	9981	55081	81.1112
Manda	87794	47090	1748	8010	2406	554	1515	12086	13601	73409	83.6151
Badalgachhi	46508	18416	1845	7082	995	267	771	8699	9470	38075	81.8676
Rani Nagar	38968	20680	2242	3579	564	141	1298	3983	5281	32487	83.3684
Patnitola	52662	26711	2458	3377	1341	58	2648	4608	7256	41201	78.2367
Atrai	45352	20739	2626	2928	1707	206	1802	5211	7013	35219	77.6570
Dhamoirhat	41297	20817	1483	3712	911	73	1784	3792	5576	32572	78.8726
Niamatpur	54970	24947	2491	3980	1463	121	2129	6595	8724	41726	75.9069
Porsa	26912	13419	1319	2362	809	285	1316	1760	3076	21270	79.0354
Sapahar	35610	16735	1545	4027	223	306	2503	1580	4083	26919	75.5939

 
