   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Brahmanbaria Sadar	120720	34104	11356	19853	6863	1938	645	8302	8947	83061	68.8047
Nasirnagar	51438	18052	3642	5193	747	523	191	4378	4569	32726	63.6222
Nabinagar	77578	21791	7318	10912	2497	400	287	5794	6081	48999	63.1609
Kashba	57145	19191	5276	9000	2668	651	389	4000	4389	41175	72.0535
Sarail	45993	14630	4641	6652	1904	1000	430	2683	3113	31940	69.4454
Bancharampur	50958	11854	2375	10145	2112	768	154	3732	3886	31140	61.1091
Akhaura	25957	9245	1756	4387	875	380	110	1854	1964	18607	71.6839
Ashuganj	26373	6915	3493	4551	2041	254	55	1983	2038	19292	73.1506

 
