   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	52035	22328	3669	8701	2247	1639	1660	3470	5130	43714	84.0088
Fakirhat	29374	12376	2017	4752	1672	347	384	2613	2997	24161	82.2530
Sarankhola	19908	7142	933	4475	920	180	1005	680	1685	15335	77.0293
Morralganj	62662	26999	2572	8387	2874	515	2852	3006	5858	47205	75.3327
Kachua	19547	7841	1448	2503	1162	545	943	1176	2119	15618	79.8997
Mollahat	24411	10489	1557	3057	1741	265	521	1324	1845	18954	77.6453
Rampal	32820	15705	2136	2820	1173	474	1410	1778	3188	25496	77.6843
Chitalmari	24361	7881	1636	4527	1696	451	599	1546	2145	18336	75.2678
Mongla	28981	13321	2116	3995	618	583	1560	1424	2984	23617	81.4913

 
