   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Chuadanga Sadar	70751	29071	3626	11707	1010	609	456	8596	9052	55075	77.8434
Jiban Nagar	34878	14512	2020	4841	1658	1029	231	3814	4045	28105	80.5809
Damurhuda	67939	21759	3238	17579	1713	797	211	9230	9441	54527	80.2588
Alamdanga	82941	33999	2999	14504	1900	1261	494	10616	11110	65773	79.3009

 
