   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	22157	6941	669	6862	342	830	244	645	889	16533	74.6175
Moheshkhali	55849	23281	1562	9932	1763	2821	2237	1695	3932	43291	77.5144
Coxs Bazar Sadar	79744	27370	6547	13560	2359	3200	2135	2911	5046	58082	72.8356
Ramu	44106	12371	2060	11722	2249	2115	2536	2193	4729	35246	79.9120
Chakaria	79777	30009	3975	19980	2468	3381	1556	3826	5382	65195	81.7215
Ukhiya	37029	14913	1752	7899	431	1744	659	915	1574	28313	76.4617
Teknaf	47204	14579	2471	14328	555	986	1467	1098	2565	35484	75.1716
Pekua	30960	10030	638	8362	339	1095	570	904	1474	21938	70.8592

 
