   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:31
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	77142	28846	5835	13284	1354	1800	1141	2869	4010	55129	71.4643
Uzirpur	43595	18742	1992	6276	954	1007	536	3163	3699	32670	74.9398
Bakerganj	58574	20301	2759	8814	2177	409	1036	4789	5825	40285	68.7762
Babuganj	27067	10204	1116	4415	594	418	457	1265	1722	18469	68.2344
Mehendiganj	54968	18900	3927	8122	1756	619	2047	2282	4329	37653	68.4999
Gournadi	33984	13845	1258	3974	746	522	273	3055	3328	23673	69.6593
Muladi	33163	12059	2439	6344	1577	227	297	1382	1679	24325	73.3498
Hizla	22833	7655	1572	5047	812	118	344	606	950	16154	70.7485
Agailjhara	27171	11543	1357	2361	857	292	253	3058	3311	19721	72.5811
Banaripara	26768	11439	1003	3184	1125	343	249	1566	1815	18909	70.6403

 
