   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	45598	15827	1605	10135	1556	423	373	3337	3710	33256	72.9330
Matlab (South)	41110	13494	2353	10027	648	341	405	2598	3003	29866	72.6490
Hajiganj	59533	23255	2054	12739	1664	753	472	3690	4162	44627	74.9618
Chandpur Sadar	68219	26370	2509	13859	1998	1774	952	4538	5490	52000	76.2251
Kachua	75277	26466	3913	15118	1653	1626	1139	4871	6010	54786	72.7792
Faridganj	79297	31740	4399	13631	1661	1478	537	5719	6256	59165	74.6119
Hemchar	18458	7306	568	3320	577	379	168	1597	1765	13915	75.3874
Motlab (North)	56870	20826	2808	9186	1294	991	274	6576	6850	41955	73.7735

 
