   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	57846	21416	3870	10284	2508	2660	1619	4718	6337	47075	81.3799
Bhariab Bazar	52838	22231	4231	7988	1954	2378	804	3897	4701	43483	82.2949
Austagram	28323	10786	2061	4581	1775	768	359	2696	3055	23026	81.2979
Kishoreganj Sadar	69027	32186	4521	8820	1880	3038	2684	4231	6915	57360	83.0979
Hossainpur	37223	17246	1806	4699	1578	1861	540	2795	3335	30525	82.0057
Nikli	26829	12159	1545	2638	2028	1043	208	2777	2985	22398	83.4843
Bazitpur	44676	20817	3622	4390	1475	1845	1333	3109	4442	36591	81.9030
Pakundia	41795	18640	2864	5089	1553	2021	1842	2239	4081	34248	81.9428
Itna	33025	15785	2292	3135	1341	920	872	2306	3178	26651	80.6995
Kuliarchar	33506	14737	1842	4121	1309	2090	1228	2359	3587	27686	82.6300
Tarail	29731	14066	2049	2758	1182	1398	845	2117	2962	24415	82.1197
Karimganj	53163	24467	3037	6452	2164	2821	1318	3641	4959	43900	82.5762
Mithamoin	23398	10859	1582	2290	930	378	846	1627	2473	18512	79.1179

 
