   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Rajoir	42896	18872	2160	6514	1419	204	59	2632	2691	31860	74.2727
Kalkini	49528	20850	2584	7575	1940	1174	804	2214	3018	37141	74.9899
Shibchar	55143	22587	3543	7373	1101	412	188	1529	1717	36733	66.6141
Madaripur Sadar	60180	22790	3457	10966	2272	884	428	3205	3633	44002	73.1173

 
