   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:00
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	59506	22493	3803	9105	2699	3187	1693	5219	6912	48199	80.9986
Bhariab Bazar	55664	22398	2809	8632	2131	3381	910	4986	5896	45247	81.2859
Austagram	29274	10817	2018	4943	1122	1210	405	3200	3605	23715	81.0105
Kishoreganj Sadar	71079	31084	4593	9389	2391	3889	2637	4673	7310	58656	82.5223
Hossainpur	37050	15595	2081	4923	1555	2182	501	2479	2980	29316	79.1255
Nikli	26549	11139	1614	2974	1445	1349	206	3125	3331	21852	82.3082
Bazitpur	44252	19839	3449	4488	980	1607	1173	2909	4082	34445	77.8383
Pakundia	42327	17985	3012	5180	1653	2220	1730	2333	4063	34113	80.5939
Itna	32426	16748	2086	2600	629	996	717	2638	3355	26414	81.4593
Kuliarchar	33416	13498	1321	4361	1242	2313	1293	2529	3822	26557	79.4739
Tarail	28937	13463	1840	2503	842	1423	701	1908	2609	22680	78.3772
Karimganj	52886	23143	3125	5935	1881	3109	1334	3786	5120	42313	80.0079
Mithamoin	23667	9974	1553	2445	923	711	857	1879	2736	18342	77.5003

 
