   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	15076	5157	1389	1946	480	2021	826	790	1616	12609	83.6362
Kawkhali	11836	4650	816	2192	481	1004	249	697	946	10089	85.2399
Rangamati Sadar	19762	7309	1546	2839	1610	1884	587	859	1446	16634	84.1716
Baghaichhari	11630	5709	810	1416	642	590	52	569	621	9788	84.1617
Barkal	7270	3116	411	1267	393	339	299	266	565	6091	83.7827
Naniarchar	9024	3786	497	1270	329	730	422	541	963	7575	83.9428
Jurachhari	4349	1955	267	557	217	282	215	136	351	3629	83.4445
Kaptai	10925	3996	1034	2046	254	794	108	711	819	8943	81.8581
Rajasthali	4697	1966	115	639	162	607	180	156	336	3825	81.4350
Belaichhari	4860	2368	174	726	157	347	21	249	270	4042	83.1687

 
