   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	79489	27537	5163	12665	237	1593	1045	3654	4699	51894	65.2845
Uzirpur	45397	18417	1364	5625	1042	614	522	3795	4317	31379	69.1213
Bakerganj	60296	21162	2512	7173	2623	395	952	5853	6805	40670	67.4506
Babuganj	28710	10243	1172	4320	1062	407	488	1595	2083	19287	67.1787
Mehendiganj	54087	19228	3742	6568	1871	654	1767	2668	4435	36498	67.4802
Gournadi	34138	13940	1189	3593	952	368	236	3256	3492	23534	68.9378
Muladi	33342	12198	2565	5125	1711	308	228	1493	1721	23628	70.8656
Hizla	22325	7977	1498	3730	793	174	282	408	690	14862	66.5711
Agailjhara	27561	11405	1224	2223	1086	297	166	3751	3917	20152	73.1178
Banaripara	27513	11398	1026	2875	1379	234	203	1858	2061	18973	68.9601

 
