   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	49502	17519	3481	6210	1165	378	304	3769	4073	32826	66.3125
Begumganj	93872	36555	5458	12349	2555	463	597	6678	7275	64655	68.8757
Companiganj	42954	14392	1916	6846	1916	695	388	2276	2664	28429	66.1848
Sudharam (Sadar)	108167	34526	7887	21726	2313	1192	951	7026	7977	75621	69.9113
Hatiya	57015	18533	1759	11497	753	27	1000	1592	2592	35161	61.6697
Chatkhil	41230	14061	1520	5156	1221	586	144	2227	2371	24915	60.4293
Subarna Char	29738	8679	3020	4939	439	445	582	1895	2477	19999	67.2507
Sonaimuri	54679	20991	3457	5249	1659	224	233	3830	4063	35643	65.1859

 
