   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:03
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	93728	31856	16702	11288	3234	6821	2944	4663	7607	77508	82.6946
Dumuria	64671	24656	4381	10313	1378	3855	2636	5841	8477	53060	82.0460
Khulna Sadar	75692	23423	14176	9494	2403	3802	3724	3432	7156	60454	79.8684
Dacope	31214	14664	1212	3433	252	2232	612	2800	3412	25205	80.7490
Terokhada	26051	9911	2260	2758	1034	1629	948	1623	2571	20163	77.3982
Fultala	27713	8659	3241	4386	800	1414	1418	2200	3618	22118	79.8109
Batiaghata	38654	16323	2840	5120	1517	1979	1625	1751	3376	31155	80.5997
Paikgachha	57996	23954	1728	8120	1173	3289	1843	6311	8154	46418	80.0366
Rupsha	37950	14308	2791	4074	1392	2063	1918	3385	5303	29931	78.8696
Koyra	40710	20490	1530	3805	773	2192	1410	2811	4221	33011	81.0882

 
