   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:55
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	19636	8552	1044	1700	212	211	219	2416	2635	14354	73.1004
Bahubal	34746	15264	2677	4021	992	866	1053	2432	3485	27305	78.5846
Madhabpur	61678	30595	3820	4669	1436	1261	2390	4113	6503	48284	78.2840
Lakhai	28547	12690	2045	3281	451	710	410	2403	2813	21990	77.0309
Habiganj Sadar	60846	24065	4670	8518	2263	1729	2412	5501	7913	49158	80.7908
Baniachhong	56398	22971	4063	7671	1121	759	1761	3863	5624	42209	74.8413
Chunarughat	60598	26569	3923	7203	1943	565	3084	3514	6598	46801	77.2319
Nabiganj	58655	23262	3124	7981	3034	2190	3049	3680	6729	46320	78.9702

 
